Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
56	Spectrogram 1	1	259.858976238	260.204718076	0.000	8000.000	0.3457	8000.000	-81.98	-h3
57	Waveform 1	1	283.715160458	284.073998577	0.000	8000.000	0.3588	8000.000		help1
57	Spectrogram 1	1	283.715160458	284.073998577	0.000	8000.000	0.3588	8000.000	-76.91	help1
58	Waveform 1	1	298.836125854	298.891130237	0.000	8000.000	0.0550	8000.000		l6
58	Spectrogram 1	1	298.836125854	298.891130237	0.000	8000.000	0.0550	8000.000	-65.92	l6
59	Waveform 1	1	305.988002145	306.045625785	0.000	8000.000	0.0576	8000.000		l7
59	Spectrogram 1	1	305.988002145	306.045625785	0.000	8000.000	0.0576	8000.000	-71.05	l7
60	Waveform 1	1	306.349459521	306.396606135	0.000	8000.000	0.0471	8000.000		l8
60	Spectrogram 1	1	306.349459521	306.396606135	0.000	8000.000	0.0471	8000.000	-75.26	l8
61	Waveform 1	1	306.729251690	306.765921279	0.000	8000.000	0.0367	8000.000		l9
61	Spectrogram 1	1	306.729251690	306.765921279	0.000	8000.000	0.0367	8000.000	-65.33	l9
62	Waveform 1	1	310.807434947	311.147938272	0.000	8000.000	0.3405	8000.000		mo3
62	Spectrogram 1	1	310.807434947	311.147938272	0.000	8000.000	0.3405	8000.000	-66.83	mo3
63	Waveform 1	1	317.570353359	317.748462790	0.000	8000.000	0.1781	8000.000		y1
63	Spectrogram 1	1	317.570353359	317.748462790	0.000	8000.000	0.1781	8000.000	-62.94	y1
64	Waveform 1	1	317.824421224	317.999911399	0.000	8000.000	0.1755	8000.000		cm1
64	Spectrogram 1	1	317.824421224	317.999911399	0.000	8000.000	0.1755	8000.000	-66.57	cm1
65	Waveform 1	1	324.576861576	324.809975391	0.000	8000.000	0.2331	8000.000		h4
65	Spectrogram 1	1	324.576861576	324.809975391	0.000	8000.000	0.2331	8000.000	-78.68	h4
66	Waveform 1	1	329.579640603	329.765607803	0.000	8000.000	0.1860	8000.000		-ud1
66	Spectrogram 1	1	329.579640603	329.765607803	0.000	8000.000	0.1860	8000.000	-68.34	-ud1
67	Waveform 1	1	330.805452571	331.014993078	0.000	8000.000	0.2095	8000.000		-o1
67	Spectrogram 1	1	330.805452571	331.014993078	0.000	8000.000	0.2095	8000.000	-82.14	-o1
68	Waveform 1	1	331.368592685	331.465505169	0.000	8000.000	0.0969	8000.000		-o2
68	Spectrogram 1	1	331.368592685	331.465505169	0.000	8000.000	0.0969	8000.000	-76.49	-o2
69	Waveform 1	1	331.698618984	331.952686849	0.000	8000.000	0.2541	8000.000		-h5
69	Spectrogram 1	1	331.698618984	331.952686849	0.000	8000.000	0.2541	8000.000	-69.93	-h5
70	Waveform 1	1	334.037614604	334.239297342	0.000	8000.000	0.2017	8000.000		mo4
70	Spectrogram 1	1	334.037614604	334.239297342	0.000	8000.000	0.2017	8000.000	-64.16	mo4
71	Waveform 1	1	335.860616724	336.101588308	0.000	8000.000	0.2410	8000.000		h6
71	Spectrogram 1	1	335.860616724	336.101588308	0.000	8000.000	0.2410	8000.000	-71.14	h6
72	Waveform 1	1	341.125321679	341.439632440	0.000	8000.000	0.3143	8000.000		-h7
72	Spectrogram 1	1	341.125321679	341.439632440	0.000	8000.000	0.3143	8000.000	-74.15	-h7
73	Waveform 1	1	342.448046132	342.665444408	0.000	8000.000	0.2174	8000.000		-h8
73	Spectrogram 1	1	342.448046132	342.665444408	0.000	8000.000	0.2174	8000.000	-78.43	-h8
74	Waveform 1	1	345.847830579	345.921169757	0.000	8000.000	0.0733	8000.000		-sh1
74	Spectrogram 1	1	345.847830579	345.921169757	0.000	8000.000	0.0733	8000.000	-84.78	-sh1
75	Waveform 1	1	346.033797779	346.070467368	0.000	8000.000	0.0367	8000.000		l10
75	Spectrogram 1	1	346.033797779	346.070467368	0.000	8000.000	0.0367	8000.000	-79.13	l10
76	Waveform 1	1	346.096659932	346.143806546	0.000	8000.000	0.0471	8000.000		l11
76	Spectrogram 1	1	346.096659932	346.143806546	0.000	8000.000	0.0471	8000.000	-80.00	l11
77	Waveform 1	1	346.164760596	346.206668698	0.000	8000.000	0.0419	8000.000		l12
77	Spectrogram 1	1	346.164760596	346.206668698	0.000	8000.000	0.0419	8000.000	-76.45	l12
78	Waveform 1	1	346.225003492	346.264292337	0.000	8000.000	0.0393	8000.000		l13
78	Spectrogram 1	1	346.225003492	346.264292337	0.000	8000.000	0.0393	8000.000	-75.43	l13
79	Waveform 1	1	346.471213589	346.701708147	0.000	8000.000	0.2305	8000.000		-h9
79	Spectrogram 1	1	346.471213589	346.701708147	0.000	8000.000	0.2305	8000.000	-80.15	-h9
80	Waveform 1	1	347.801795811	348.058482932	0.000	8000.000	0.2567	8000.000		-h10
80	Spectrogram 1	1	347.801795811	348.058482932	0.000	8000.000	0.2567	8000.000	-72.57	-h10
81	Waveform 1	1	348.063721445	348.380651462	0.000	8000.000	0.3169	8000.000		-h11
81	Spectrogram 1	1	348.063721445	348.380651462	0.000	8000.000	0.3169	8000.000	-75.10	-h11
82	Waveform 1	1	348.867832848	349.242386505	0.000	8000.000	0.3746	8000.000		-h12
82	Spectrogram 1	1	348.867832848	349.242386505	0.000	8000.000	0.3746	8000.000	-83.29	-h12
83	Waveform 1	1	349.509550652	349.609082393	0.000	8000.000	0.0995	8000.000		-sh2
83	Spectrogram 1	1	349.509550652	349.609082393	0.000	8000.000	0.0995	8000.000	-83.85	-sh2
84	Waveform 1	1	350.201034326	350.455102192	0.000	8000.000	0.2541	8000.000		h13
84	Spectrogram 1	1	350.201034326	350.455102192	0.000	8000.000	0.2541	8000.000	-63.96	h13
85	Waveform 1	1	350.944903128	351.031338587	0.000	8000.000	0.0864	8000.000		-sh3
85	Spectrogram 1	1	350.944903128	351.031338587	0.000	8000.000	0.0864	8000.000	-80.15	-sh3
86	Waveform 1	1	351.041815612	351.233021325	0.000	8000.000	0.1912	8000.000		-h14
86	Spectrogram 1	1	351.041815612	351.233021325	0.000	8000.000	0.1912	8000.000	-78.90	-h14
87	Waveform 1	1	351.091581483	351.290644965	0.000	8000.000	0.1991	8000.000		-h15
87	Spectrogram 1	1	351.091581483	351.290644965	0.000	8000.000	0.1991	8000.000	-78.96	-h15
88	Waveform 1	1	352.044990498	352.162857033	0.000	8000.000	0.1179	8000.000		-sh4
88	Spectrogram 1	1	352.044990498	352.162857033	0.000	8000.000	0.1179	8000.000	-72.81	-sh4
89	Waveform 1	1	353.810369272	353.854896630	0.000	8000.000	0.0445	8000.000		l14
89	Spectrogram 1	1	353.810369272	353.854896630	0.000	8000.000	0.0445	8000.000	-70.40	l14
90	Waveform 1	1	354.017290523	354.114203008	0.000	8000.000	0.0969	8000.000		ht1
90	Spectrogram 1	1	354.017290523	354.114203008	0.000	8000.000	0.0969	8000.000	-72.03	ht1
91	Waveform 1	1	355.206432609	355.295487325	0.000	8000.000	0.0891	8000.000		-sh5
91	Spectrogram 1	1	355.206432609	355.295487325	0.000	8000.000	0.0891	8000.000	-72.96	-sh5
92	Waveform 1	1	355.476216012	355.588844035	0.000	8000.000	0.1126	8000.000		-h16
92	Spectrogram 1	1	355.476216012	355.588844035	0.000	8000.000	0.1126	8000.000	-73.80	-h16
93	Waveform 1	1	355.732903134	355.908393309	0.000	8000.000	0.1755	8000.000		-h17
93	Spectrogram 1	1	355.732903134	355.908393309	0.000	8000.000	0.1755	8000.000	-68.68	-h17
94	Waveform 1	1	356.474152679	356.581542189	0.000	8000.000	0.1074	8000.000		-sh6
94	Spectrogram 1	1	356.474152679	356.581542189	0.000	8000.000	0.1074	8000.000	-68.46	-sh6
95	Waveform 1	1	356.633927316	356.798940465	0.000	8000.000	0.1650	8000.000		-h18
95	Spectrogram 1	1	356.633927316	356.798940465	0.000	8000.000	0.1650	8000.000	-75.76	-h18
96	Waveform 1	1	357.527093728	357.658056546	0.000	8000.000	0.1310	8000.000		ud2
96	Spectrogram 1	1	357.527093728	357.658056546	0.000	8000.000	0.1310	8000.000	-70.98	ud2
97	Waveform 1	1	358.339054406	358.614076322	0.000	8000.000	0.2750	8000.000		help2
97	Spectrogram 1	1	358.339054406	358.614076322	0.000	8000.000	0.2750	8000.000	-73.60	help2
98	Waveform 1	1	360.214432395	360.363730007	0.000	8000.000	0.1493	8000.000		-h19
98	Spectrogram 1	1	360.214432395	360.363730007	0.000	8000.000	0.1493	8000.000	-74.36	-h19
99	Waveform 1	1	360.327060418	360.499931337	0.000	8000.000	0.1729	8000.000		h20
99	Spectrogram 1	1	360.327060418	360.499931337	0.000	8000.000	0.1729	8000.000	-69.27	h20
100	Waveform 1	1	362.244356061	362.330791520	0.000	8000.000	0.0864	8000.000		-sh7
100	Spectrogram 1	1	362.244356061	362.330791520	0.000	8000.000	0.0864	8000.000	-78.30	-sh7
101	Waveform 1	1	362.341268545	362.446038799	0.000	8000.000	0.1048	8000.000		-sh8
101	Spectrogram 1	1	362.341268545	362.446038799	0.000	8000.000	0.1048	8000.000	-74.84	-sh8
102	Waveform 1	1	363.428259634	363.677088986	0.000	8000.000	0.2488	8000.000		-h21
102	Spectrogram 1	1	363.428259634	363.677088986	0.000	8000.000	0.2488	8000.000	-75.33	-h21
103	Waveform 1	1	363.637800141	363.729474113	0.000	8000.000	0.0917	8000.000		-sh9
103	Spectrogram 1	1	363.637800141	363.729474113	0.000	8000.000	0.0917	8000.000	-79.19	-sh9
104	Waveform 1	1	363.834244367	364.049023387	0.000	8000.000	0.2148	8000.000		-h22
104	Spectrogram 1	1	363.834244367	364.049023387	0.000	8000.000	0.2148	8000.000	-80.81	-h22
105	Waveform 1	1	365.010290464	365.083629642	0.000	8000.000	0.0733	8000.000		-sh10
105	Spectrogram 1	1	365.010290464	365.083629642	0.000	8000.000	0.0733	8000.000	-80.72	-sh10
106	Waveform 1	1	365.570811322	365.806544393	0.000	8000.000	0.2357	8000.000		h23
106	Spectrogram 1	1	365.570811322	365.806544393	0.000	8000.000	0.2357	8000.000	-69.60	h23
107	Waveform 1	1	366.293726072	366.398496326	0.000	8000.000	0.1048	8000.000		-sh11
107	Spectrogram 1	1	366.293726072	366.398496326	0.000	8000.000	0.1048	8000.000	-75.90	-sh11
108	Waveform 1	1	366.935443582	367.158080371	0.000	8000.000	0.2226	8000.000		-h24
108	Spectrogram 1	1	366.935443582	367.158080371	0.000	8000.000	0.2226	8000.000	-76.83	-h24
109	Waveform 1	1	366.964255402	367.205226985	0.000	8000.000	0.2410	8000.000		-h25
109	Spectrogram 1	1	366.964255402	367.205226985	0.000	8000.000	0.2410	8000.000	-77.84	-h25
110	Waveform 1	1	367.684550896	367.778844124	0.000	8000.000	0.0943	8000.000		-sh12
110	Spectrogram 1	1	367.684550896	367.778844124	0.000	8000.000	0.0943	8000.000	-82.97	-sh12
111	Waveform 1	1	368.310553162	368.496520362	0.000	8000.000	0.1860	8000.000		h26
111	Spectrogram 1	1	368.310553162	368.496520362	0.000	8000.000	0.1860	8000.000	-68.21	h26
112	Waveform 1	1	369.232531395	369.313728341	0.000	8000.000	0.0812	8000.000		-sh13
112	Spectrogram 1	1	369.232531395	369.313728341	0.000	8000.000	0.0812	8000.000	-82.06	-sh13
113	Waveform 1	1	370.691455934	370.893138672	0.000	8000.000	0.2017	8000.000		-h27
113	Spectrogram 1	1	370.691455934	370.893138672	0.000	8000.000	0.2017	8000.000	-75.12	-h27
114	Waveform 1	1	371.726062189	371.967033772	0.000	8000.000	0.2410	8000.000		-h28
114	Spectrogram 1	1	371.726062189	371.967033772	0.000	8000.000	0.2410	8000.000	-79.14	-h28
115	Waveform 1	1	375.550176155	375.767574431	0.000	8000.000	0.2174	8000.000		h29
115	Spectrogram 1	1	375.550176155	375.767574431	0.000	8000.000	0.2174	8000.000	-67.81	h29
116	Waveform 1	1	382.465012017	382.645740705	0.000	8000.000	0.1807	8000.000		h30
116	Spectrogram 1	1	382.465012017	382.645740705	0.000	8000.000	0.1807	8000.000	-69.82	h30
117	Waveform 1	1	458.884428012	458.944670908	0.000	8000.000	0.0602	8000.000		l15
117	Spectrogram 1	1	458.884428012	458.944670908	0.000	8000.000	0.0602	8000.000	-71.67	l15
118	Waveform 1	1	539.829918673	539.871826774	0.000	8000.000	0.0419	8000.000		m1
118	Spectrogram 1	1	539.829918673	539.871826774	0.000	8000.000	0.0419	8000.000	-69.62	m1
119	Waveform 1	1	539.874446030	539.913734876	0.000	8000.000	0.0393	8000.000		m2
119	Spectrogram 1	1	539.874446030	539.913734876	0.000	8000.000	0.0393	8000.000	-70.39	m2
120	Waveform 1	1	540.290907789	540.366866223	0.000	8000.000	0.0760	8000.000		help3
120	Spectrogram 1	1	540.290907789	540.366866223	0.000	8000.000	0.0760	8000.000	-61.86	help3
121	Waveform 1	1	551.841827084	552.072321642	0.000	8000.000	0.2305	8000.000		-h31
121	Spectrogram 1	1	551.841827084	552.072321642	0.000	8000.000	0.2305	8000.000	-80.51	-h31
122	Waveform 1	1	552.088037180	552.300196944	0.000	8000.000	0.2122	8000.000		-h32
122	Spectrogram 1	1	552.088037180	552.300196944	0.000	8000.000	0.2122	8000.000	-82.24	-h32
123	Waveform 1	1	554.246304112	554.508229746	0.000	8000.000	0.2619	8000.000		-h33
123	Spectrogram 1	1	554.246304112	554.508229746	0.000	8000.000	0.2619	8000.000	-75.26	-h33
124	Waveform 1	1	557.352741840	557.596332680	0.000	8000.000	0.2436	8000.000		-h34
124	Spectrogram 1	1	557.352741840	557.596332680	0.000	8000.000	0.2436	8000.000	-83.80	-h34
125	Waveform 1	1	563.366553815	563.638956475	0.000	8000.000	0.2724	8000.000		-h35
125	Spectrogram 1	1	563.366553815	563.638956475	0.000	8000.000	0.2724	8000.000	-76.58	-h35
126	Waveform 1	1	601.057649350	601.157181091	0.000	8000.000	0.0995	8000.000		-sh14
126	Spectrogram 1	1	601.057649350	601.157181091	0.000	8000.000	0.0995	8000.000	-80.99	-sh14
127	Waveform 1	1	609.324021486	609.591185632	0.000	8000.000	0.2672	8000.000		-h36
127	Spectrogram 1	1	609.324021486	609.591185632	0.000	8000.000	0.2672	8000.000	-79.91	-h36
128	Waveform 1	1	611.736356283	612.053286300	0.000	8000.000	0.3169	8000.000		-h37
128	Spectrogram 1	1	611.736356283	612.053286300	0.000	8000.000	0.3169	8000.000	-81.56	-h37
129	Waveform 1	1	616.375058283	616.595075816	0.000	8000.000	0.2200	8000.000		-h38
129	Spectrogram 1	1	616.375058283	616.595075816	0.000	8000.000	0.2200	8000.000	-80.84	-h38
130	Waveform 1	1	619.971296277	620.214887117	0.000	8000.000	0.2436	8000.000		-h39
130	Spectrogram 1	1	619.971296277	620.214887117	0.000	8000.000	0.2436	8000.000	-80.20	-h39
131	Waveform 1	1	646.533172495	646.805575154	0.000	8000.000	0.2724	8000.000		-h40
131	Spectrogram 1	1	646.533172495	646.805575154	0.000	8000.000	0.2724	8000.000	-80.26	-h40
132	Waveform 1	1	651.098535712	651.525474496	0.000	8000.000	0.4269	8000.000		-t1
132	Spectrogram 1	1	651.098535712	651.525474496	0.000	8000.000	0.4269	8000.000	-86.58	-t1
133	Waveform 1	1	652.172430812	652.376732807	0.000	8000.000	0.2043	8000.000		-h41
133	Spectrogram 1	1	652.172430812	652.376732807	0.000	8000.000	0.2043	8000.000	-76.89	-h41
134	Waveform 1	1	654.524522531	654.807402216	0.000	8000.000	0.2829	8000.000		-h42
134	Spectrogram 1	1	654.524522531	654.807402216	0.000	8000.000	0.2829	8000.000	-81.28	-h42
135	Waveform 1	1	656.402529329	656.580638760	0.000	8000.000	0.1781	8000.000		-h43
135	Spectrogram 1	1	656.402529329	656.580638760	0.000	8000.000	0.1781	8000.000	-81.20	-h43
136	Waveform 1	1	657.795970073	657.942648428	0.000	8000.000	0.1467	8000.000		-h44
136	Spectrogram 1	1	657.795970073	657.942648428	0.000	8000.000	0.1467	8000.000	-84.26	-h44
137	Waveform 1	1	659.163221590	659.367523584	0.000	8000.000	0.2043	8000.000		-h45
137	Spectrogram 1	1	659.163221590	659.367523584	0.000	8000.000	0.2043	8000.000	-80.99	-h45
138	Waveform 1	1	659.857324520	659.914948160	0.000	8000.000	0.0576	8000.000		cl11
138	Spectrogram 1	1	659.857324520	659.914948160	0.000	8000.000	0.0576	8000.000	-73.26	cl11
139	Waveform 1	1	660.491184555	660.548808195	0.000	8000.000	0.0576	8000.000		cl12
139	Spectrogram 1	1	660.491184555	660.548808195	0.000	8000.000	0.0576	8000.000	-78.82	cl12
140	Waveform 1	1	661.161714179	661.371254686	0.000	8000.000	0.2095	8000.000		-h46
