Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
13	Spectrogram 1	1	1422.710485262	1422.748796341	0.000	8000.000	0.0383	8000.000		l2
14	Waveform 1	1	1422.756861832	1422.809287520	0.000	8000.000	0.0524	8000.000		l3
14	Spectrogram 1	1	1422.756861832	1422.809287520	0.000	8000.000	0.0524	8000.000		l3
15	Waveform 1	1	1424.398179057	1424.597799945	0.000	8000.000	0.1996	8000.000		sq1
15	Spectrogram 1	1	1424.398179057	1424.597799945	0.000	8000.000	0.1996	8000.000		sq1
16	Waveform 1	1	1427.763503834	1427.823995013	0.000	8000.000	0.0605	8000.000		l4
16	Spectrogram 1	1	1427.763503834	1427.823995013	0.000	8000.000	0.0605	8000.000		l4
17	Waveform 1	1	1428.162745612	1428.229285908	0.000	8000.000	0.0665	8000.000		l5
17	Spectrogram 1	1	1428.162745612	1428.229285908	0.000	8000.000	0.0665	8000.000		l5
18	Waveform 1	1	1428.305908067	1428.360350128	0.000	8000.000	0.0544	8000.000		l6
18	Spectrogram 1	1	1428.305908067	1428.360350128	0.000	8000.000	0.0544	8000.000		l6
19	Waveform 1	1	1428.578118370	1428.648691411	0.000	8000.000	0.0706	8000.000		l7
19	Spectrogram 1	1	1428.578118370	1428.648691411	0.000	8000.000	0.0706	8000.000		l7
20	Waveform 1	1	1429.368536434	1429.418945750	0.000	8000.000	0.0504	8000.000		cl1
20	Spectrogram 1	1	1429.368536434	1429.418945750	0.000	8000.000	0.0504	8000.000		cl1
21	Waveform 1	1	1429.539928107	1429.596386540	0.000	8000.000	0.0565	8000.000		cl2
21	Spectrogram 1	1	1429.539928107	1429.596386540	0.000	8000.000	0.0565	8000.000		cl2
22	Waveform 1	1	1432.122901631	1432.165245456	0.000	8000.000	0.0423	8000.000		l8
22	Spectrogram 1	1	1432.122901631	1432.165245456	0.000	8000.000	0.0423	8000.000		l8
23	Waveform 1	1	1432.229769379	1432.266064086	0.000	8000.000	0.0363	8000.000		l9
23	Spectrogram 1	1	1432.229769379	1432.266064086	0.000	8000.000	0.0363	8000.000		l9
24	Waveform 1	1	1432.387046443	1432.425357523	0.000	8000.000	0.0383	8000.000		l10
24	Spectrogram 1	1	1432.387046443	1432.425357523	0.000	8000.000	0.0383	8000.000		l10
25	Waveform 1	1	1432.487865074	1432.534241644	0.000	8000.000	0.0464	8000.000		m6
25	Spectrogram 1	1	1432.487865074	1432.534241644	0.000	8000.000	0.0464	8000.000		m6
26	Waveform 1	1	1432.862910380	1432.923401558	0.000	8000.000	0.0605	8000.000		cl3
26	Spectrogram 1	1	1432.862910380	1432.923401558	0.000	8000.000	0.0605	8000.000		cl3
27	Waveform 1	1	1439.529036034	1439.575412604	0.000	8000.000	0.0464	8000.000		l11
27	Spectrogram 1	1	1439.529036034	1439.575412604	0.000	8000.000	0.0464	8000.000		l11
28	Waveform 1	1	1439.672198489	1439.720591432	0.000	8000.000	0.0484	8000.000		l12
28	Spectrogram 1	1	1439.672198489	1439.720591432	0.000	8000.000	0.0484	8000.000		l12
29	Waveform 1	1	1439.744787903	1439.799229964	0.000	8000.000	0.0544	8000.000		l13
29	Spectrogram 1	1	1439.744787903	1439.799229964	0.000	8000.000	0.0544	8000.000		l13
30	Waveform 1	1	1439.906097712	1439.956507028	0.000	8000.000	0.0504	8000.000		l14
30	Spectrogram 1	1	1439.906097712	1439.956507028	0.000	8000.000	0.0504	8000.000		l14
31	Waveform 1	1	1440.150078799	1440.196455369	0.000	8000.000	0.0464	8000.000		l15
31	Spectrogram 1	1	1440.150078799	1440.196455369	0.000	8000.000	0.0464	8000.000		l15
32	Waveform 1	1	1442.648364673	1442.696757616	0.000	8000.000	0.0484	8000.000		l16
32	Spectrogram 1	1	1442.648364673	1442.696757616	0.000	8000.000	0.0484	8000.000		l16
33	Waveform 1	1	1442.864116543	1442.910493113	0.000	8000.000	0.0464	8000.000		l17
33	Spectrogram 1	1	1442.864116543	1442.910493113	0.000	8000.000	0.0464	8000.000		l17
34	Waveform 1	1	1443.079868412	1443.136326846	0.000	8000.000	0.0565	8000.000		l18
34	Spectrogram 1	1	1443.079868412	1443.136326846	0.000	8000.000	0.0565	8000.000		l18
35	Waveform 1	1	1443.362160578	1443.418619011	0.000	8000.000	0.0565	8000.000		l19
35	Spectrogram 1	1	1443.362160578	1443.418619011	0.000	8000.000	0.0565	8000.000		l19
36	Waveform 1	1	1443.438782738	1443.495241171	0.000	8000.000	0.0565	8000.000		l20
36	Spectrogram 1	1	1443.438782738	1443.495241171	0.000	8000.000	0.0565	8000.000		l20
37	Waveform 1	1	1443.755353238	1443.819877162	0.000	8000.000	0.0645	8000.000		l21
37	Spectrogram 1	1	1443.755353238	1443.819877162	0.000	8000.000	0.0645	8000.000		l21
38	Waveform 1	1	1443.844073633	1443.896499321	0.000	8000.000	0.0524	8000.000		l22
38	Spectrogram 1	1	1443.844073633	1443.896499321	0.000	8000.000	0.0524	8000.000		l22
39	Waveform 1	1	1447.314251314	1447.356595139	0.000	8000.000	0.0423	8000.000		l23
39	Spectrogram 1	1	1447.314251314	1447.356595139	0.000	8000.000	0.0423	8000.000		l23
40	Waveform 1	1	1447.415069944	1447.465479260	0.000	8000.000	0.0504	8000.000		l24
40	Spectrogram 1	1	1447.415069944	1447.465479260	0.000	8000.000	0.0504	8000.000		l24
41	Waveform 1	1	1447.713493091	1447.767935152	0.000	8000.000	0.0544	8000.000		l25
41	Spectrogram 1	1	1447.713493091	1447.767935152	0.000	8000.000	0.0544	8000.000		l25
42	Waveform 1	1	1447.806221048	1450.707781239	0.000	8000.000	2.9016	8000.000		fluff4
42	Spectrogram 1	1	1447.806221048	1450.707781239	0.000	8000.000	2.9016	8000.000		fluff4
43	Waveform 1	1	1452.387418686	1452.449926237	0.000	8000.000	0.0625	8000.000		cl4
43	Spectrogram 1	1	1452.387418686	1452.449926237	0.000	8000.000	0.0625	8000.000		cl4
44	Waveform 1	1	1453.891632862	1453.935993060	0.000	8000.000	0.0444	8000.000		l26
44	Spectrogram 1	1	1453.891632862	1453.935993060	0.000	8000.000	0.0444	8000.000		l26
45	Waveform 1	1	1454.058991789	1454.105368359	0.000	8000.000	0.0464	8000.000		l27
45	Spectrogram 1	1	1454.058991789	1454.105368359	0.000	8000.000	0.0464	8000.000		l27
46	Waveform 1	1	1454.583248669	1454.843360736	0.000	8000.000	0.2601	8000.000		fluff5
46	Spectrogram 1	1	1454.583248669	1454.843360736	0.000	8000.000	0.2601	8000.000		fluff5
47	Waveform 1	1	1456.024952239	1456.321359013	0.000	8000.000	0.2964	8000.000		fluff6
47	Spectrogram 1	1	1456.024952239	1456.321359013	0.000	8000.000	0.2964	8000.000		fluff6
48	Waveform 1	1	1458.781336690	1459.013219541	0.000	8000.000	0.2319	8000.000		fluff7
48	Spectrogram 1	1	1458.781336690	1459.013219541	0.000	8000.000	0.2319	8000.000		fluff7
49	Waveform 1	1	1478.080015673	1479.029727174	0.000	8000.000	0.9497	8000.000		fluff8
49	Spectrogram 1	1	1478.080015673	1479.029727174	0.000	8000.000	0.9497	8000.000		fluff8
50	Waveform 1	1	1485.780515798	1485.832941486	0.000	8000.000	0.0524	8000.000		ht1
50	Spectrogram 1	1	1485.780515798	1485.832941486	0.000	8000.000	0.0524	8000.000		ht1
51	Waveform 1	1	1486.023488698	1486.085996249	0.000	8000.000	0.0625	8000.000		ht2
51	Spectrogram 1	1	1486.023488698	1486.085996249	0.000	8000.000	0.0625	8000.000		ht2
52	Waveform 1	1	1486.164634781	1486.223109587	0.000	8000.000	0.0585	8000.000		ht3
52	Spectrogram 1	1	1486.164634781	1486.223109587	0.000	8000.000	0.0585	8000.000		ht3
53	Waveform 1	1	1486.259404294	1486.313846354	0.000	8000.000	0.0544	8000.000		ht4
53	Spectrogram 1	1	1486.259404294	1486.313846354	0.000	8000.000	0.0544	8000.000		ht4
54	Waveform 1	1	1486.662678816	1486.757448329	0.000	8000.000	0.0948	8000.000		l28
54	Spectrogram 1	1	1486.662678816	1486.757448329	0.000	8000.000	0.0948	8000.000		l28
55	Waveform 1	1	1516.851825793	1516.912316972	0.000	8000.000	0.0605	8000.000		cl5
55	Spectrogram 1	1	1516.851825793	1516.912316972	0.000	8000.000	0.0605	8000.000		cl5
56	Waveform 1	1	1517.204691001	1517.261149434	0.000	8000.000	0.0565	8000.000		cl6
56	Spectrogram 1	1	1517.204691001	1517.261149434	0.000	8000.000	0.0565	8000.000		cl6
57	Waveform 1	1	1548.139878101	1550.414346409	0.000	8000.000	2.2745	8000.000		fluff9
57	Spectrogram 1	1	1548.139878101	1550.414346409	0.000	8000.000	2.2745	8000.000		fluff9
58	Waveform 1	1	1565.270952276	1569.759397713	0.000	8000.000	4.4884	8000.000		fluff10
58	Spectrogram 1	1	1565.270952276	1569.759397713	0.000	8000.000	4.4884	8000.000		fluff10
59	Waveform 1	1	1575.109820901	1575.168295706	0.000	8000.000	0.0585	8000.000		cl7
59	Spectrogram 1	1	1575.109820901	1575.168295706	0.000	8000.000	0.0585	8000.000		cl7
60	Waveform 1	1	1586.482163267	1586.889470534	0.000	8000.000	0.4073	8000.000		t1
60	Spectrogram 1	1	1586.482163267	1586.889470534	0.000	8000.000	0.4073	8000.000		t1
61	Waveform 1	1	1621.103269459	1621.337168683	0.000	8000.000	0.2339	8000.000		h1
61	Spectrogram 1	1	1621.103269459	1621.337168683	0.000	8000.000	0.2339	8000.000		h1
62	Waveform 1	1	1627.791571401	1627.856095325	0.000	8000.000	0.0645	8000.000		b1
62	Spectrogram 1	1	1627.791571401	1627.856095325	0.000	8000.000	0.0645	8000.000		b1
63	Waveform 1	1	1628.922756437	1629.281670762	0.000	8000.000	0.3589	8000.000		cm
63	Spectrogram 1	1	1628.922756437	1629.281670762	0.000	8000.000	0.3589	8000.000		cm
64	Waveform 1	1	1673.448297890	1673.528952794	0.000	8000.000	0.0807	8000.000		b2
64	Spectrogram 1	1	1673.448297890	1673.528952794	0.000	8000.000	0.0807	8000.000		b2
65	Waveform 1	1	1678.243251950	1678.819934518	0.000	8000.000	0.5767	8000.000		cm
65	Spectrogram 1	1	1678.243251950	1678.819934518	0.000	8000.000	0.5767	8000.000		cm
66	Waveform 1	1	1678.901579324	1678.962070502	0.000	8000.000	0.0605	8000.000		p1
66	Spectrogram 1	1	1678.901579324	1678.962070502	0.000	8000.000	0.0605	8000.000		p1
67	Waveform 1	1	1679.159675018	1679.214117079	0.000	8000.000	0.0544	8000.000		p1
67	Spectrogram 1	1	1679.159675018	1679.214117079	0.000	8000.000	0.0544	8000.000		p1
68	Waveform 1	1	1679.411721595	1679.466163655	0.000	8000.000	0.0544	8000.000		p1
68	Spectrogram 1	1	1679.411721595	1679.466163655	0.000	8000.000	0.0544	8000.000		p1
69	Waveform 1	1	1679.764586802	1679.821045235	0.000	8000.000	0.0565	8000.000		p1
69	Spectrogram 1	1	1679.764586802	1679.821045235	0.000	8000.000	0.0565	8000.000		p1
70	Waveform 1	1	1680.050911713	1680.101321029	0.000	8000.000	0.0504	8000.000		p1
70	Spectrogram 1	1	1680.050911713	1680.101321029	0.000	8000.000	0.0504	8000.000		p1
71	Waveform 1	1	1680.377564077	1680.427973392	0.000	8000.000	0.0504	8000.000		p1
71	Spectrogram 1	1	1680.377564077	1680.427973392	0.000	8000.000	0.0504	8000.000		p1
72	Waveform 1	1	1680.758658500	1680.809067816	0.000	8000.000	0.0504	8000.000		p1
72	Spectrogram 1	1	1680.758658500	1680.809067816	0.000	8000.000	0.0504	8000.000		p1
73	Waveform 1	1	1686.602106954	1686.654532642	0.000	8000.000	0.0524	8000.000		p1
73	Spectrogram 1	1	1686.602106954	1686.654532642	0.000	8000.000	0.0524	8000.000		p1
74	Waveform 1	1	1687.467130805	1687.505441885	0.000	8000.000	0.0383	8000.000		p1
74	Spectrogram 1	1	1687.467130805	1687.505441885	0.000	8000.000	0.0383	8000.000		p1
75	Waveform 1	1	1687.692964538	1687.739341108	0.000	8000.000	0.0464	8000.000		p1
75	Spectrogram 1	1	1687.692964538	1687.739341108	0.000	8000.000	0.0464	8000.000		p1
76	Waveform 1	1	1687.989371312	1688.045829745	0.000	8000.000	0.0565	8000.000		p1
76	Spectrogram 1	1	1687.989371312	1688.045829745	0.000	8000.000	0.0565	8000.000		p1
77	Waveform 1	1	1690.453378852	1690.967553869	0.000	8000.000	0.5142	8000.000		cm
77	Spectrogram 1	1	1690.453378852	1690.967553869	0.000	8000.000	0.5142	8000.000		cm
78	Waveform 1	1	1691.330501146	1691.372844970	0.000	8000.000	0.0423	8000.000		p1
78	Spectrogram 1	1	1691.330501146	1691.372844970	0.000	8000.000	0.0423	8000.000		p1
79	Waveform 1	1	1697.746599215	1697.786926667	0.000	8000.000	0.0403	8000.000		cl8
79	Spectrogram 1	1	1697.746599215	1697.786926667	0.000	8000.000	0.0403	8000.000		cl8
80	Waveform 1	1	1697.968378663	1698.012738861	0.000	8000.000	0.0444	8000.000		cl9
80	Spectrogram 1	1	1697.968378663	1698.012738861	0.000	8000.000	0.0444	8000.000		cl9
81	Waveform 1	1	1701.991040869	1702.041450185	0.000	8000.000	0.0504	8000.000		cl10
81	Spectrogram 1	1	1701.991040869	1702.041450185	0.000	8000.000	0.0504	8000.000		cl10
82	Waveform 1	1	1738.249453223	1738.283731557	0.000	8000.000	0.0343	8000.000		cl11
82	Spectrogram 1	1	1738.249453223	1738.283731557	0.000	8000.000	0.0343	8000.000		cl11
83	Waveform 1	1	1754.839076435	1755.006023570	0.000	8000.000	0.1669	8000.000		p1
83	Spectrogram 1	1	1754.839076435	1755.006023570	0.000	8000.000	0.1669	8000.000		p1
84	Waveform 1	1	1768.603651581	1768.654244203	0.000	8000.000	0.0506	8000.000		b3
84	Spectrogram 1	1	1768.603651581	1768.654244203	0.000	8000.000	0.0506	8000.000		b3
85	Waveform 1	1	1769.938032401	1769.997057126	0.000	8000.000	0.0590	8000.000		cl13
85	Spectrogram 1	1	1769.938032401	1769.997057126	0.000	8000.000	0.0590	8000.000		cl13
86	Waveform 1	1	1774.832869405	1774.894002157	0.000	8000.000	0.0611	8000.000		cl14
86	Spectrogram 1	1	1774.832869405	1774.894002157	0.000	8000.000	0.0611	8000.000		cl14
87	Waveform 1	1	1779.141674789	1779.211239645	0.000	8000.000	0.0696	8000.000		cl15
87	Spectrogram 1	1	1779.141674789	1779.211239645	0.000	8000.000	0.0696	8000.000		cl15
88	Waveform 1	1	1783.374591657	1783.423076253	0.000	8000.000	0.0485	8000.000		cl16
88	Spectrogram 1	1	1783.374591657	1783.423076253	0.000	8000.000	0.0485	8000.000		cl16
89	Waveform 1	1	1784.196721763	1784.234666230	0.000	8000.000	0.0379	8000.000		cl17
89	Spectrogram 1	1	1784.196721763	1784.234666230	0.000	8000.000	0.0379	8000.000		cl17
90	Waveform 1	1	1787.740314157	1787.776150597	0.000	8000.000	0.0358	8000.000		cl18
90	Spectrogram 1	1	1787.740314157	1787.776150597	0.000	8000.000	0.0358	8000.000		cl18
91	Waveform 1	1	1787.837283349	1787.885767945	0.000	8000.000	0.0485	8000.000		cl19
91	Spectrogram 1	1	1787.837283349	1787.885767945	0.000	8000.000	0.0485	8000.000		cl19
92	Waveform 1	1	1788.239916298	1788.277860765	0.000	8000.000	0.0379	8000.000		cl20
92	Spectrogram 1	1	1788.239916298	1788.277860765	0.000	8000.000	0.0379	8000.000		cl20
93	Waveform 1	1	1821.681644807	1822.803114593	0.000	8000.000	1.1215	8000.000		help1
93	Spectrogram 1	1	1821.681644807	1822.803114593	0.000	8000.000	1.1215	8000.000		help1
94	Waveform 1	1	1823.682161815	1823.781239033	0.000	8000.000	0.0991	8000.000		o4
94	Spectrogram 1	1	1823.682161815	1823.781239033	0.000	8000.000	0.0991	8000.000		o4
95	Waveform 1	1	1850.289669063	1850.340261684	0.000	8000.000	0.0506	8000.000		l29
95	Spectrogram 1	1	1850.289669063	1850.340261684	0.000	8000.000	0.0506	8000.000		l29
96	Waveform 1	1	1850.487823498	1850.637493338	0.000	8000.000	0.1497	8000.000		sq2
96	Spectrogram 1	1	1850.487823498	1850.637493338	0.000	8000.000	0.1497	8000.000		sq2
97	Waveform 1	1	1850.755542790	1850.829323697	0.000	8000.000	0.0738	8000.000		o5
97	Spectrogram 1	1	1850.755542790	1850.829323697	0.000	8000.000	0.0738	8000.000		o5
98	Waveform 1	1	1850.839863826	1850.900996578	0.000	8000.000	0.0611	8000.000		o6
98	Spectrogram 1	1	1850.839863826	1850.900996578	0.000	8000.000	0.0611	8000.000		o6
99	Waveform 1	1	1850.913644733	1850.974777485	0.000	8000.000	0.0611	8000.000		o7
99	Spectrogram 1	1	1850.913644733	1850.974777485	0.000	8000.000	0.0611	8000.000		o7
100	Waveform 1	1	1850.978993536	1851.050666417	0.000	8000.000	0.0717	8000.000		o8
100	Spectrogram 1	1	1850.978993536	1851.050666417	0.000	8000.000	0.0717	8000.000		o8
101	Waveform 1	1	1872.367028204	1872.413404775	0.000	8000.000	0.0464	8000.000		cl21
101	Spectrogram 1	1	1872.367028204	1872.413404775	0.000	8000.000	0.0464	8000.000		cl21
102	Waveform 1	1	1872.649503677	1872.706420377	0.000	8000.000	0.0569	8000.000		cl22
102	Spectrogram 1	1	1872.649503677	1872.706420377	0.000	8000.000	0.0569	8000.000		cl22
103	Waveform 1	1	1874.125121817	1874.160958257	0.000	8000.000	0.0358	8000.000		cl23
103	Spectrogram 1	1	1874.125121817	1874.160958257	0.000	8000.000	0.0358	8000.000		cl23
104	Waveform 1	1	1881.043664115	1881.102688840	0.000	8000.000	0.0590	8000.000		cl24
104	Spectrogram 1	1	1881.043664115	1881.102688840	0.000	8000.000	0.0590	8000.000		cl24
105	Waveform 1	1	1976.577304833	1976.773351243	0.000	8000.000	0.1960	8000.000		h2
105	Spectrogram 1	1	1976.577304833	1976.773351243	0.000	8000.000	0.1960	8000.000		h2
106	Waveform 1	1	1986.453407904	1986.647346288	0.000	8000.000	0.1939	8000.000		h3
106	Spectrogram 1	1	1986.453407904	1986.647346288	0.000	8000.000	0.1939	8000.000		h3
107	Waveform 1	1	2014.226664076	2014.420602460	0.000	8000.000	0.1939	8000.000		h4
107	Spectrogram 1	1	2014.226664076	2014.420602460	0.000	8000.000	0.1939	8000.000		h4
108	Waveform 1	1	2047.708444684	2047.769577436	0.000	8000.000	0.0611	8000.000		cl25
108	Spectrogram 1	1	2047.708444684	2047.769577436	0.000	8000.000	0.0611	8000.000		cl25
109	Waveform 1	1	2047.780117565	2047.837034265	0.000	8000.000	0.0569	8000.000		cl26
109	Spectrogram 1	1	2047.780117565	2047.837034265	0.000	8000.000	0.0569	8000.000		cl26
110	Waveform 1	1	2100.227807988	2100.276292584	0.000	8000.000	0.0485	8000.000		cl27
110	Spectrogram 1	1	2100.227807988	2100.276292584	0.000	8000.000	0.0485	8000.000		cl27
111	Waveform 1	1	2119.933624175	2124.259293350	0.000	8000.000	4.3257	8000.000		fluff11
111	Spectrogram 1	1	2119.933624175	2124.259293350	0.000	8000.000	4.3257	8000.000		fluff11
112	Waveform 1	1	2124.611353533	2124.657730103	0.000	8000.000	0.0464	8000.000		cl28
112	Spectrogram 1	1	2124.611353533	2124.657730103	0.000	8000.000	0.0464	8000.000		cl28
113	Waveform 1	1	2133.136215553	2133.340694067	0.000	8000.000	0.2045	8000.000		sk1
113	Spectrogram 1	1	2133.136215553	2133.340694067	0.000	8000.000	0.2045	8000.000		sk1
114	Waveform 1	1	2136.325659177	2136.650295168	0.000	8000.000	0.3246	8000.000		y1
114	Spectrogram 1	1	2136.325659177	2136.650295168	0.000	8000.000	0.3246	8000.000		y1
115	Waveform 1	1	2138.836324227	2138.907997108	0.000	8000.000	0.0717	8000.000		e1
115	Spectrogram 1	1	2138.836324227	2138.907997108	0.000	8000.000	0.0717	8000.000		e1
116	Waveform 1	1	2148.737723124	2149.005442415	0.000	8000.000	0.2677	8000.000		h5
116	Spectrogram 1	1	2148.737723124	2149.005442415	0.000	8000.000	0.2677	8000.000		h5
117	Waveform 1	1	2157.384847087	2157.620945990	0.000	8000.000	0.2361	8000.000		h6
117	Spectrogram 1	1	2157.384847087	2157.620945990	0.000	8000.000	0.2361	8000.000		h6
118	Waveform 1	1	2161.714732731	2161.963479788	0.000	8000.000	0.2487	8000.000		h7
118	Spectrogram 1	1	2161.714732731	2161.963479788	0.000	8000.000	0.2487	8000.000		h7
119	Waveform 1	1	2211.951101948	2211.995370492	0.000	8000.000	0.0443	8000.000		cl29
119	Spectrogram 1	1	2211.951101948	2211.995370492	0.000	8000.000	0.0443	8000.000		cl29
120	Waveform 1	1	2239.826573307	2240.059106816	0.000	8000.000	0.2325	8000.000		h8
120	Spectrogram 1	1	2239.826573307	2240.059106816	0.000	8000.000	0.2325	8000.000		h8
121	Waveform 1	1	2257.433532654	2257.573648999	0.000	8000.000	0.1401	8000.000		h9
121	Spectrogram 1	1	2257.433532654	2257.573648999	0.000	8000.000	0.1401	8000.000		h9
122	Waveform 1	1	2259.234176860	2259.401123995	0.000	8000.000	0.1669	8000.000		h10
122	Spectrogram 1	1	2259.234176860	2259.401123995	0.000	8000.000	0.1669	8000.000		h10
123	Waveform 1	1	2265.297939983	2265.458924720	0.000	8000.000	0.1610	8000.000		h11
123	Spectrogram 1	1	2265.297939983	2265.458924720	0.000	8000.000	0.1610	8000.000		h11
124	Waveform 1	1	2282.743916013	2282.973468323	0.000	8000.000	0.2296	8000.000		h12
124	Spectrogram 1	1	2282.743916013	2282.973468323	0.000	8000.000	0.2296	8000.000		h12
125	Waveform 1	1	2290.963081532	2291.240333024	0.000	8000.000	0.2773	8000.000		h13
125	Spectrogram 1	1	2290.963081532	2291.240333024	0.000	8000.000	0.2773	8000.000		h13
126	Waveform 1	1	2294.227440265	2294.459973775	0.000	8000.000	0.2325	8000.000		h14
126	Spectrogram 1	1	2294.227440265	2294.459973775	0.000	8000.000	0.2325	8000.000		h14
127	Waveform 1	1	2296.031065562	2296.251674276	0.000	8000.000	0.2206	8000.000		h15
127	Spectrogram 1	1	2296.031065562	2296.251674276	0.000	8000.000	0.2206	8000.000		h15
128	Waveform 1	1	2298.079131335	2298.299740049	0.000	8000.000	0.2206	8000.000		h16
128	Spectrogram 1	1	2298.079131335	2298.299740049	0.000	8000.000	0.2206	8000.000		h16
129	Waveform 1	1	2299.939399518	2300.067591068	0.000	8000.000	0.1282	8000.000		hu1
129	Spectrogram 1	1	2299.939399518	2300.067591068	0.000	8000.000	0.1282	8000.000		hu1
130	Waveform 1	1	2302.389944963	2302.616516074	0.000	8000.000	0.2266	8000.000		h17
130	Spectrogram 1	1	2302.389944963	2302.616516074	0.000	8000.000	0.2266	8000.000		h17
131	Waveform 1	1	2307.192656506	2307.296998465	0.000	8000.000	0.1043	8000.000		help2
131	Spectrogram 1	1	2307.192656506	2307.296998465	0.000	8000.000	0.1043	8000.000		help2
132	Waveform 1	1	2307.329791653	2307.401340425	0.000	8000.000	0.0715	8000.000		ud1
132	Spectrogram 1	1	2307.329791653	2307.401340425	0.000	8000.000	0.0715	8000.000		ud1
133	Waveform 1	1	2427.391578202	2427.585356127	0.000	8000.000	0.1938	8000.000		hu2
133	Spectrogram 1	1	2427.391578202	2427.585356127	0.000	8000.000	0.1938	8000.000		hu2
134	Waveform 1	1	2431.554821382	2431.838035271	0.000	8000.000	0.2832	8000.000		h18
134	Spectrogram 1	1	2431.554821382	2431.838035271	0.000	8000.000	0.2832	8000.000		h18
135	Waveform 1	1	2453.696182741	2453.964490636	0.000	8000.000	0.2683	8000.000		h19
135	Spectrogram 1	1	2453.696182741	2453.964490636	0.000	8000.000	0.2683	8000.000		h19
136	Waveform 1	1	2480.729691609	2481.030792691	0.000	8000.000	0.3011	8000.000		h20
136	Spectrogram 1	1	2480.729691609	2481.030792691	0.000	8000.000	0.3011	8000.000		h20
137	Waveform 1	1	2489.864085063	2490.123449362	0.000	8000.000	0.2594	8000.000		h21
137	Spectrogram 1	1	2489.864085063	2490.123449362	0.000	8000.000	0.2594	8000.000		h21
138	Waveform 1	1	2499.064053851	2499.341305343	0.000	8000.000	0.2773	8000.000		h22
138	Spectrogram 1	1	2499.064053851	2499.341305343	0.000	8000.000	0.2773	8000.000		h22
139	Waveform 1	1	2501.100212657	2501.228404207	0.000	8000.000	0.1282	8000.000		ht5
139	Spectrogram 1	1	2501.100212657	2501.228404207	0.000	8000.000	0.1282	8000.000		ht5
140	Waveform 1	1	2505.709146167	2505.765788945	0.000	8000.000	0.0566	8000.000		cl30
140	Spectrogram 1	1	2505.709146167	2505.765788945	0.000	8000.000	0.0566	8000.000		cl30
141	Waveform 1	1	2528.425823042	2528.658356551	0.000	8000.000	0.2325	8000.000		mo1
141	Spectrogram 1	1	2528.425823042	2528.658356551	0.000	8000.000	0.2325	8000.000		mo1
142	Waveform 1	1	2530.742214647	2531.010522542	0.000	8000.000	0.2683	8000.000		h23
142	Spectrogram 1	1	2530.742214647	2531.010522542	0.000	8000.000	0.2683	8000.000		h23
143	Waveform 1	1	2639.988240859	2640.205868374	0.000	8000.000	0.2176	8000.000		h24
