Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
46	Spectrogram 1	1	282.912751756	282.969394534	0.000	8000.000	0.0566	8000.000	-64.12	m27
47	Waveform 1	1	284.713395854	284.776001029	0.000	8000.000	0.0626	8000.000		m28
47	Spectrogram 1	1	284.713395854	284.776001029	0.000	8000.000	0.0626	8000.000	-60.37	m28
48	Waveform 1	1	293.266454115	293.308190899	0.000	8000.000	0.0417	8000.000		m29
48	Spectrogram 1	1	293.266454115	293.308190899	0.000	8000.000	0.0417	8000.000	-64.54	m29
49	Waveform 1	1	293.561592800	293.612273180	0.000	8000.000	0.0507	8000.000		m30
49	Spectrogram 1	1	293.561592800	293.612273180	0.000	8000.000	0.0507	8000.000	-62.58	m30
50	Waveform 1	1	294.119076982	294.181682158	0.000	8000.000	0.0626	8000.000		m31
50	Spectrogram 1	1	294.119076982	294.181682158	0.000	8000.000	0.0626	8000.000	-61.44	m31
51	Waveform 1	1	294.256212129	294.306892509	0.000	8000.000	0.0507	8000.000		m32
51	Spectrogram 1	1	294.256212129	294.306892509	0.000	8000.000	0.0507	8000.000	-60.55	m32
52	Waveform 1	1	294.369497685	294.432102860	0.000	8000.000	0.0626	8000.000		m33
52	Spectrogram 1	1	294.369497685	294.432102860	0.000	8000.000	0.0626	8000.000	-61.48	m33
53	Waveform 1	1	294.470858445	294.536444820	0.000	8000.000	0.0656	8000.000		m34
53	Spectrogram 1	1	294.470858445	294.536444820	0.000	8000.000	0.0656	8000.000	-59.37	m34
54	Waveform 1	1	294.616937188	294.676561165	0.000	8000.000	0.0596	8000.000		m35
54	Spectrogram 1	1	294.616937188	294.676561165	0.000	8000.000	0.0596	8000.000	-65.04	m35
55	Waveform 1	1	330.814653027	330.993524957	0.000	8000.000	0.1789	8000.000		-t2
55	Spectrogram 1	1	330.814653027	330.993524957	0.000	8000.000	0.1789	8000.000	-69.54	-t2
56	Waveform 1	1	339.949044953	340.011650129	0.000	8000.000	0.0626	8000.000		cl9
56	Spectrogram 1	1	339.949044953	340.011650129	0.000	8000.000	0.0626	8000.000	-53.86	cl9
57	Waveform 1	1	345.810082084	345.860762464	0.000	8000.000	0.0507	8000.000		cl10
57	Spectrogram 1	1	345.810082084	345.860762464	0.000	8000.000	0.0507	8000.000	-52.48	cl10
58	Waveform 1	1	346.081371178	346.132051558	0.000	8000.000	0.0507	8000.000		cl11
58	Spectrogram 1	1	346.081371178	346.132051558	0.000	8000.000	0.0507	8000.000	-56.32	cl11
59	Waveform 1	1	346.269186705	346.325829483	0.000	8000.000	0.0566	8000.000		cl12
59	Spectrogram 1	1	346.269186705	346.325829483	0.000	8000.000	0.0566	8000.000	-60.94	cl12
60	Waveform 1	1	347.363286678	347.416948257	0.000	8000.000	0.0537	8000.000		cl13
60	Spectrogram 1	1	347.363286678	347.416948257	0.000	8000.000	0.0537	8000.000	-59.17	cl13
61	Waveform 1	1	347.828353697	347.893940071	0.000	8000.000	0.0656	8000.000		cl14
61	Spectrogram 1	1	347.828353697	347.893940071	0.000	8000.000	0.0656	8000.000	-60.38	cl14
62	Waveform 1	1	425.130806620	425.184468199	0.000	8000.000	0.0537	8000.000		l3
62	Spectrogram 1	1	425.130806620	425.184468199	0.000	8000.000	0.0537	8000.000	-62.69	l3
63	Waveform 1	1	425.193411795	425.256016971	0.000	8000.000	0.0626	8000.000		l4
63	Spectrogram 1	1	425.193411795	425.256016971	0.000	8000.000	0.0626	8000.000	-63.19	l4
64	Waveform 1	1	425.351415334	425.408058111	0.000	8000.000	0.0566	8000.000		m36
64	Spectrogram 1	1	425.351415334	425.408058111	0.000	8000.000	0.0566	8000.000	-61.87	m36
65	Waveform 1	1	425.747914779	425.810519954	0.000	8000.000	0.0626	8000.000		m37
65	Spectrogram 1	1	425.747914779	425.810519954	0.000	8000.000	0.0626	8000.000	-59.97	m37
66	Waveform 1	1	425.914861914	425.971504692	0.000	8000.000	0.0566	8000.000		cl15
66	Spectrogram 1	1	425.914861914	425.971504692	0.000	8000.000	0.0566	8000.000	-65.49	cl15
67	Waveform 1	1	435.600777261	438.423972560	0.000	8000.000	2.8232	8000.000		fluff2
67	Spectrogram 1	1	435.600777261	438.423972560	0.000	8000.000	2.8232	8000.000	-52.37	fluff2
68	Waveform 1	1	444.460900364	444.517543142	0.000	8000.000	0.0566	8000.000		m38
68	Spectrogram 1	1	444.460900364	444.517543142	0.000	8000.000	0.0566	8000.000	-60.90	m38
69	Waveform 1	1	458.937602351	459.697808055	0.000	8000.000	0.7602	8000.000		fluff3
69	Spectrogram 1	1	458.937602351	459.697808055	0.000	8000.000	0.7602	8000.000	-61.06	fluff3
70	Waveform 1	1	461.510385886	462.049982875	0.000	8000.000	0.5396	8000.000		mo1
70	Spectrogram 1	1	461.510385886	462.049982875	0.000	8000.000	0.5396	8000.000	-49.52	mo1
71	Waveform 1	1	462.592561063	463.108308462	0.000	8000.000	0.5157	8000.000		mo2
71	Spectrogram 1	1	462.592561063	463.108308462	0.000	8000.000	0.5157	8000.000	-54.21	mo2
72	Waveform 1	1	465.062484040	465.706422989	0.000	8000.000	0.6439	8000.000		mo3
72	Spectrogram 1	1	465.062484040	465.706422989	0.000	8000.000	0.6439	8000.000	-34.40	mo3
73	Waveform 1	1	465.148938806	465.891257317	0.000	8000.000	0.7423	8000.000		-mo4
73	Spectrogram 1	1	465.148938806	465.891257317	0.000	8000.000	0.7423	8000.000	-35.23	-mo4
74	Waveform 1	1	467.408687525	467.456386706	0.000	8000.000	0.0477	8000.000		cl16
74	Spectrogram 1	1	467.408687525	467.456386706	0.000	8000.000	0.0477	8000.000	-60.58	cl16
75	Waveform 1	1	480.680985182	481.280206148	0.000	8000.000	0.5992	8000.000		mo5
75	Spectrogram 1	1	480.680985182	481.280206148	0.000	8000.000	0.5992	8000.000	-34.59	mo5
76	Waveform 1	1	481.307036938	482.141772612	0.000	8000.000	0.8347	8000.000		-mo6
76	Spectrogram 1	1	481.307036938	482.141772612	0.000	8000.000	0.8347	8000.000	-49.80	-mo6
77	Waveform 1	1	483.209041905	484.064645971	0.000	8000.000	0.8556	8000.000		mo7
77	Spectrogram 1	1	483.209041905	484.064645971	0.000	8000.000	0.8556	8000.000	-54.97	mo7
78	Waveform 1	1	488.694447874	488.929962582	0.000	8000.000	0.2355	8000.000		-t3
78	Spectrogram 1	1	488.694447874	488.929962582	0.000	8000.000	0.2355	8000.000	-65.20	-t3
79	Waveform 1	1	494.340838688	494.394500267	0.000	8000.000	0.0537	8000.000		cl17
79	Spectrogram 1	1	494.340838688	494.394500267	0.000	8000.000	0.0537	8000.000	-66.25	cl17
80	Waveform 1	1	522.262747642	522.429694777	0.000	8000.000	0.1669	8000.000		-t4
80	Spectrogram 1	1	522.262747642	522.429694777	0.000	8000.000	0.1669	8000.000	-67.28	-t4
81	Waveform 1	1	523.025934545	523.183938083	0.000	8000.000	0.1580	8000.000		-h2
81	Spectrogram 1	1	523.025934545	523.183938083	0.000	8000.000	0.1580	8000.000	-65.71	-h2
82	Waveform 1	1	525.121715908	525.243945060	0.000	8000.000	0.1222	8000.000		-sh1
82	Spectrogram 1	1	525.121715908	525.243945060	0.000	8000.000	0.1222	8000.000	-67.35	-sh1
83	Waveform 1	1	530.547497900	530.687614245	0.000	8000.000	0.1401	8000.000		sh2
83	Spectrogram 1	1	530.547497900	530.687614245	0.000	8000.000	0.1401	8000.000	-65.79	sh2
84	Waveform 1	1	575.873646431	576.091273946	0.000	8000.000	0.2176	8000.000		y4
84	Spectrogram 1	1	575.873646431	576.091273946	0.000	8000.000	0.2176	8000.000	-56.22	y4
85	Waveform 1	1	576.162822718	576.234371491	0.000	8000.000	0.0715	8000.000		ca1
85	Spectrogram 1	1	576.162822718	576.234371491	0.000	8000.000	0.0715	8000.000	-53.89	ca1
86	Waveform 1	1	576.389393830	576.451999006	0.000	8000.000	0.0626	8000.000		ca2
86	Spectrogram 1	1	576.389393830	576.451999006	0.000	8000.000	0.0626	8000.000	-53.41	ca2
87	Waveform 1	1	576.642795731	576.702419708	0.000	8000.000	0.0596	8000.000		ca3
87	Spectrogram 1	1	576.642795731	576.702419708	0.000	8000.000	0.0596	8000.000	-52.31	ca3
88	Waveform 1	1	577.218167107	577.355302253	0.000	8000.000	0.1371	8000.000		sq3
88	Spectrogram 1	1	577.218167107	577.355302253	0.000	8000.000	0.1371	8000.000	-56.45	sq3
89	Waveform 1	1	597.296541926	597.758627746	0.000	8000.000	0.4621	8000.000		t5
89	Spectrogram 1	1	597.296541926	597.758627746	0.000	8000.000	0.4621	8000.000	-48.11	t5
90	Waveform 1	1	598.420453888	598.712611374	0.000	8000.000	0.2922	8000.000		-h3
90	Spectrogram 1	1	598.420453888	598.712611374	0.000	8000.000	0.2922	8000.000	-66.49	-h3
91	Waveform 1	1	607.361069526	607.656208211	0.000	8000.000	0.2951	8000.000		-t6
91	Spectrogram 1	1	607.361069526	607.656208211	0.000	8000.000	0.2951	8000.000	-68.15	-t6
92	Waveform 1	1	616.844260189	617.145361271	0.000	8000.000	0.3011	8000.000		-t7
92	Spectrogram 1	1	616.844260189	617.145361271	0.000	8000.000	0.3011	8000.000	-72.86	-t7
93	Waveform 1	1	618.850607114	618.960911471	0.000	8000.000	0.1103	8000.000		-ud1
93	Spectrogram 1	1	618.850607114	618.960911471	0.000	8000.000	0.1103	8000.000	-70.71	-ud1
94	Waveform 1	1	620.421698902	620.719818786	0.000	8000.000	0.2981	8000.000		-t8
94	Spectrogram 1	1	620.421698902	620.719818786	0.000	8000.000	0.2981	8000.000	-74.30	-t8
95	Waveform 1	1	621.623122033	622.028565075	0.000	8000.000	0.4054	8000.000		-t9
95	Spectrogram 1	1	621.623122033	622.028565075	0.000	8000.000	0.4054	8000.000	-73.83	-t9
96	Waveform 1	1	622.818582874	623.140552349	0.000	8000.000	0.3220	8000.000		h4
96	Spectrogram 1	1	622.818582874	623.140552349	0.000	8000.000	0.3220	8000.000	-68.62	h4
97	Waveform 1	1	622.818582874	624.121366766	0.000	8000.000	1.3028	8000.000		fluff4
97	Spectrogram 1	1	622.818582874	624.121366766	0.000	8000.000	1.3028	8000.000	-56.85	fluff4
98	Waveform 1	1	628.014811141	628.283119036	0.000	8000.000	0.2683	8000.000		-h5
98	Spectrogram 1	1	628.014811141	628.283119036	0.000	8000.000	0.2683	8000.000	-67.83	-h5
99	Waveform 1	1	628.148965088	628.396404592	0.000	8000.000	0.2474	8000.000		-h6
99	Spectrogram 1	1	628.148965088	628.396404592	0.000	8000.000	0.2474	8000.000	-68.76	-h6
100	Waveform 1	1	630.101650435	630.361014734	0.000	8000.000	0.2594	8000.000		-t10
100	Spectrogram 1	1	630.101650435	630.361014734	0.000	8000.000	0.2594	8000.000	-72.49	-t10
101	Waveform 1	1	631.475983099	631.985768100	0.000	8000.000	0.5098	8000.000		t11
101	Spectrogram 1	1	631.475983099	631.985768100	0.000	8000.000	0.5098	8000.000	-49.20	t11
102	Waveform 1	1	634.451219647	634.880512280	0.000	8000.000	0.4293	8000.000		t12
102	Spectrogram 1	1	634.451219647	634.880512280	0.000	8000.000	0.4293	8000.000	-50.12	t12
103	Waveform 1	1	648.561232650	648.844446539	0.000	8000.000	0.2832	8000.000		-t13
103	Spectrogram 1	1	648.561232650	648.844446539	0.000	8000.000	0.2832	8000.000	-74.73	-t13
104	Waveform 1	1	648.775878966	649.071017651	0.000	8000.000	0.2951	8000.000		-t14
104	Spectrogram 1	1	648.775878966	649.071017651	0.000	8000.000	0.2951	8000.000	-73.99	-t14
105	Waveform 1	1	683.730443041	684.219359650	0.000	8000.000	0.4889	8000.000		t15
105	Spectrogram 1	1	683.730443041	684.219359650	0.000	8000.000	0.4889	8000.000	-47.59	t15
106	Waveform 1	1	729.241424264	729.384521808	0.000	8000.000	0.1431	8000.000		p3
106	Spectrogram 1	1	729.241424264	729.384521808	0.000	8000.000	0.1431	8000.000	-61.68	p3
107	Waveform 1	1	732.294170454	732.541609957	0.000	8000.000	0.2474	8000.000		-t17
107	Spectrogram 1	1	732.294170454	732.541609957	0.000	8000.000	0.2474	8000.000	-67.08	-t17
108	Waveform 1	1	732.914259812	733.337590047	0.000	8000.000	0.4233	8000.000		-t18
108	Spectrogram 1	1	732.914259812	733.337590047	0.000	8000.000	0.4233	8000.000	-56.92	-t18
109	Waveform 1	1	734.631428923	734.828188046	0.000	8000.000	0.1968	8000.000		-h7
109	Spectrogram 1	1	734.631428923	734.828188046	0.000	8000.000	0.1968	8000.000	-53.07	-h7
110	Waveform 1	1	742.072501437	742.474963280	0.000	8000.000	0.4025	8000.000		-t19
110	Spectrogram 1	1	742.072501437	742.474963280	0.000	8000.000	0.4025	8000.000	-65.54	-t19
111	Waveform 1	1	742.993691878	743.261999773	0.000	8000.000	0.2683	8000.000		-t20
111	Spectrogram 1	1	742.993691878	743.261999773	0.000	8000.000	0.2683	8000.000	-65.98	-t20
112	Waveform 1	1	746.356482349	746.416106326	0.000	8000.000	0.0596	8000.000		l5
112	Spectrogram 1	1	746.356482349	746.416106326	0.000	8000.000	0.0596	8000.000	-55.56	l5
113	Waveform 1	1	749.304888107	749.582139599	0.000	8000.000	0.2773	8000.000		mo8
113	Spectrogram 1	1	749.304888107	749.582139599	0.000	8000.000	0.2773	8000.000	-59.99	mo8
114	Waveform 1	1	755.455101417	755.839676067	0.000	8000.000	0.3846	8000.000		t21
114	Spectrogram 1	1	755.455101417	755.839676067	0.000	8000.000	0.3846	8000.000	-46.70	t21
115	Waveform 1	1	756.963588137	757.082836091	0.000	8000.000	0.1192	8000.000		-sh3
115	Spectrogram 1	1	756.963588137	757.082836091	0.000	8000.000	0.1192	8000.000	-65.80	-sh3
116	Waveform 1	1	758.448225158	758.737401445	0.000	8000.000	0.2892	8000.000		h8
116	Spectrogram 1	1	758.448225158	758.737401445	0.000	8000.000	0.2892	8000.000	-48.60	h8
117	Waveform 1	1	761.477123285	761.840829543	0.000	8000.000	0.3637	8000.000		h9
117	Spectrogram 1	1	761.477123285	761.840829543	0.000	8000.000	0.3637	8000.000	-50.18	h9
118	Waveform 1	1	772.528426682	772.680467823	0.000	8000.000	0.1520	8000.000		-sh4
118	Spectrogram 1	1	772.528426682	772.680467823	0.000	8000.000	0.1520	8000.000	-62.50	-sh4
119	Waveform 1	1	897.619531538	897.673193117	0.000	8000.000	0.0537	8000.000		cl18
119	Spectrogram 1	1	897.619531538	897.673193117	0.000	8000.000	0.0537	8000.000	-48.11	cl18
120	Waveform 1	1	898.117391744	898.174034522	0.000	8000.000	0.0566	8000.000		cl19
120	Spectrogram 1	1	898.117391744	898.174034522	0.000	8000.000	0.0566	8000.000	-45.55	cl19
121	Waveform 1	1	898.510909990	898.576496365	0.000	8000.000	0.0656	8000.000		cl20
121	Spectrogram 1	1	898.510909990	898.576496365	0.000	8000.000	0.0656	8000.000	-45.73	cl20
122	Waveform 1	1	898.713631511	899.259190899	0.000	8000.000	0.5456	8000.000		cm1
122	Spectrogram 1	1	898.713631511	899.259190899	0.000	8000.000	0.5456	8000.000	-45.63	cm1
123	Waveform 1	1	899.312852478	899.536442390	0.000	8000.000	0.2236	8000.000		cm2
123	Spectrogram 1	1	899.312852478	899.536442390	0.000	8000.000	0.2236	8000.000	-46.37	cm2
124	Waveform 1	1	899.733201514	900.260873708	0.000	8000.000	0.5277	8000.000		cm3
124	Spectrogram 1	1	899.733201514	900.260873708	0.000	8000.000	0.5277	8000.000	-46.22	cm3
125	Waveform 1	1	900.576880785	900.666316750	0.000	8000.000	0.0894	8000.000		cl21
125	Spectrogram 1	1	900.576880785	900.666316750	0.000	8000.000	0.0894	8000.000	-40.27	cl21
126	Waveform 1	1	901.471240544	901.536826919	0.000	8000.000	0.0656	8000.000		cl22
126	Spectrogram 1	1	901.471240544	901.536826919	0.000	8000.000	0.0656	8000.000	-42.70	cl22
127	Waveform 1	1	901.933326364	902.001893937	0.000	8000.000	0.0686	8000.000		cl23
127	Spectrogram 1	1	901.933326364	902.001893937	0.000	8000.000	0.0686	8000.000	-46.44	cl23
128	Waveform 1	1	902.541490927	902.610058500	0.000	8000.000	0.0686	8000.000		cl24
128	Spectrogram 1	1	902.541490927	902.610058500	0.000	8000.000	0.0686	8000.000	-46.34	cl24
129	Waveform 1	1	902.845573208	903.027426337	0.000	8000.000	0.1819	8000.000		cm4
129	Spectrogram 1	1	902.845573208	903.027426337	0.000	8000.000	0.1819	8000.000	-40.73	cm4
130	Waveform 1	1	903.098975109	903.996315959	0.000	8000.000	0.8973	8000.000		cm5
130	Spectrogram 1	1	903.098975109	903.996315959	0.000	8000.000	0.8973	8000.000	-44.09	cm5
131	Waveform 1	1	904.333191428	904.410702598	0.000	8000.000	0.0775	8000.000		cl25
131	Spectrogram 1	1	904.333191428	904.410702598	0.000	8000.000	0.0775	8000.000	-39.34	cl25
132	Waveform 1	1	904.863844821	904.941355991	0.000	8000.000	0.0775	8000.000		cl26
132	Spectrogram 1	1	904.863844821	904.941355991	0.000	8000.000	0.0775	8000.000	-41.81	cl26
133	Waveform 1	1	905.328911948	905.397479521	0.000	8000.000	0.0686	8000.000		cl27
133	Spectrogram 1	1	905.328911948	905.397479521	0.000	8000.000	0.0686	8000.000	-42.38	cl27
134	Waveform 1	1	906.461767506	906.527353881	0.000	8000.000	0.0656	8000.000		cl28
134	Spectrogram 1	1	906.461767506	906.527353881	0.000	8000.000	0.0656	8000.000	-45.64	cl28
135	Waveform 1	1	906.938759320	907.010308092	0.000	8000.000	0.0715	8000.000		cl29
135	Spectrogram 1	1	906.938759320	907.010308092	0.000	8000.000	0.0715	8000.000	-45.92	cl29
136	Waveform 1	1	907.645303445	907.710889819	0.000	8000.000	0.0656	8000.000		cl30
136	Spectrogram 1	1	907.645303445	907.710889819	0.000	8000.000	0.0656	8000.000	-46.50	cl30
137	Waveform 1	1	908.491963914	908.572456283	0.000	8000.000	0.0805	8000.000		cl31
137	Spectrogram 1	1	908.491963914	908.572456283	0.000	8000.000	0.0805	8000.000	-46.40	cl31
138	Waveform 1	1	910.116717389	910.188266161	0.000	8000.000	0.0715	8000.000		cl32
138	Spectrogram 1	1	910.116717389	910.188266161	0.000	8000.000	0.0715	8000.000	-44.03	cl32
139	Waveform 1	1	910.471480051	910.528122829	0.000	8000.000	0.0566	8000.000		cl33
139	Spectrogram 1	1	910.471480051	910.528122829	0.000	8000.000	0.0566	8000.000	-49.85	cl33
140	Waveform 1	1	910.963377859	911.037907830	0.000	8000.000	0.0745	8000.000		cl34
140	Spectrogram 1	1	910.963377859	911.037907830	0.000	8000.000	0.0745	8000.000	-43.29	cl34
141	Waveform 1	1	911.404595287	911.461238065	0.000	8000.000	0.0566	8000.000		cl35
