Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
25	Waveform 1	1	116.253625583	116.320929449	0.000	11025.000	0.0673	11025.000		l
25	Spectrogram 1	1	116.253625583	116.320929449	0.000	11025.000	0.0673	11025.000	-75.04	l
26	Waveform 1	1	116.406588915	116.470833514	0.000	11025.000	0.0642	11025.000		l
26	Spectrogram 1	1	116.406588915	116.470833514	0.000	11025.000	0.0642	11025.000	-74.52	l
27	Waveform 1	1	117.657828967	117.706777233	0.000	11025.000	0.0489	11025.000		m
27	Spectrogram 1	1	117.657828967	117.706777233	0.000	11025.000	0.0489	11025.000	-69.13	m
28	Waveform 1	1	117.712895767	117.777140366	0.000	11025.000	0.0642	11025.000		m
28	Spectrogram 1	1	117.712895767	117.777140366	0.000	11025.000	0.0642	11025.000	-70.39	m
29	Waveform 1	1	117.804673766	117.865859098	0.000	11025.000	0.0612	11025.000		m
29	Spectrogram 1	1	117.804673766	117.865859098	0.000	11025.000	0.0612	11025.000	-74.49	m
30	Waveform 1	1	117.954577831	118.009644630	0.000	11025.000	0.0551	11025.000		m
30	Spectrogram 1	1	117.954577831	118.009644630	0.000	11025.000	0.0551	11025.000	-67.12	m
31	Waveform 1	1	118.009644630	118.076948496	0.000	11025.000	0.0673	11025.000		m
31	Spectrogram 1	1	118.009644630	118.076948496	0.000	11025.000	0.0673	11025.000	-67.69	m
32	Waveform 1	1	118.162607962	118.211556228	0.000	11025.000	0.0489	11025.000		m
32	Spectrogram 1	1	118.162607962	118.211556228	0.000	11025.000	0.0489	11025.000	-72.09	m
33	Waveform 1	1	118.239089627	118.281919360	0.000	11025.000	0.0428	11025.000		m
33	Spectrogram 1	1	118.239089627	118.281919360	0.000	11025.000	0.0428	11025.000	-68.35	m
34	Waveform 1	1	119.380195442	119.429143708	0.000	11025.000	0.0489	11025.000		m
34	Spectrogram 1	1	119.380195442	119.429143708	0.000	11025.000	0.0489	11025.000	-73.52	m
35	Waveform 1	1	119.444440042	119.493388308	0.000	11025.000	0.0489	11025.000		m
35	Spectrogram 1	1	119.444440042	119.493388308	0.000	11025.000	0.0489	11025.000	-73.05	m
36	Waveform 1	1	157.767867734	157.975897865	0.000	11025.000	0.2080	11025.000		y
36	Spectrogram 1	1	157.767867734	157.975897865	0.000	11025.000	0.2080	11025.000	-63.59	y
37	Waveform 1	1	183.199548847	183.373927045	0.000	11025.000	0.1744	11025.000		t
37	Spectrogram 1	1	183.199548847	183.373927045	0.000	11025.000	0.1744	11025.000	-77.64	t
38	Waveform 1	1	195.222465683	195.271413949	0.000	11025.000	0.0489	11025.000		m
38	Spectrogram 1	1	195.222465683	195.271413949	0.000	11025.000	0.0489	11025.000	-73.58	m
39	Waveform 1	1	195.277532482	195.329540015	0.000	11025.000	0.0520	11025.000		m
39	Spectrogram 1	1	195.277532482	195.329540015	0.000	11025.000	0.0520	11025.000	-71.72	m
40	Waveform 1	1	195.402962414	195.451910680	0.000	11025.000	0.0489	11025.000		m
40	Spectrogram 1	1	195.402962414	195.451910680	0.000	11025.000	0.0489	11025.000	-73.09	m
41	Waveform 1	1	195.454969947	195.510036746	0.000	11025.000	0.0551	11025.000		m
41	Spectrogram 1	1	195.454969947	195.510036746	0.000	11025.000	0.0551	11025.000	-73.05	m
42	Waveform 1	1	195.586518412	195.647703745	0.000	11025.000	0.0612	11025.000		m
42	Spectrogram 1	1	195.586518412	195.647703745	0.000	11025.000	0.0612	11025.000	-69.11	m
43	Waveform 1	1	201.747880120	201.839658119	0.000	11025.000	0.0918	11025.000		m
43	Spectrogram 1	1	201.747880120	201.839658119	0.000	11025.000	0.0918	11025.000	-72.70	m
44	Waveform 1	1	201.910021251	201.965088051	0.000	11025.000	0.0551	11025.000		m
44	Spectrogram 1	1	201.910021251	201.965088051	0.000	11025.000	0.0551	11025.000	-76.24	m
45	Waveform 1	1	202.800267841	202.864512441	0.000	11025.000	0.0642	11025.000		m
45	Spectrogram 1	1	202.800267841	202.864512441	0.000	11025.000	0.0642	11025.000	-64.79	m
46	Waveform 1	1	202.907342174	202.965468240	0.000	11025.000	0.0581	11025.000		m
46	Spectrogram 1	1	202.907342174	202.965468240	0.000	11025.000	0.0581	11025.000	-58.95	m
47	Waveform 1	1	203.011357239	203.069483305	0.000	11025.000	0.0581	11025.000		m
47	Spectrogram 1	1	203.011357239	203.069483305	0.000	11025.000	0.0581	11025.000	-59.09	m
48	Waveform 1	1	203.182676171	203.240802237	0.000	11025.000	0.0581	11025.000		m
48	Spectrogram 1	1	203.182676171	203.240802237	0.000	11025.000	0.0581	11025.000	-54.73	m
49	Waveform 1	1	203.301987569	203.360113635	0.000	11025.000	0.0581	11025.000		m
49	Spectrogram 1	1	203.301987569	203.360113635	0.000	11025.000	0.0581	11025.000	-58.33	m
50	Waveform 1	1	272.346557648	272.413861514	0.000	11025.000	0.0673	11025.000		l
50	Spectrogram 1	1	272.346557648	272.413861514	0.000	11025.000	0.0673	11025.000	-74.78	l
51	Waveform 1	1	312.120068164	314.445110805	0.000	9020.455	2.3250	9020.455		fluff
51	Spectrogram 1	1	312.120068164	314.445110805	0.000	9020.455	2.3250	9020.455	-62.16	fluff
52	Waveform 1	1	339.668765266	339.726891332	0.000	11025.000	0.0581	11025.000		m
52	Spectrogram 1	1	339.668765266	339.726891332	0.000	11025.000	0.0581	11025.000	-68.01	m
53	Waveform 1	1	339.736069132	339.794195198	0.000	11025.000	0.0581	11025.000		m
53	Spectrogram 1	1	339.736069132	339.794195198	0.000	11025.000	0.0581	11025.000	-69.03	m
54	Waveform 1	1	339.803372997	339.855380530	0.000	11025.000	0.0520	11025.000		m
54	Spectrogram 1	1	339.803372997	339.855380530	0.000	11025.000	0.0520	11025.000	-70.27	m
55	Waveform 1	1	339.986928995	340.032817995	0.000	11025.000	0.0459	11025.000		l
55	Spectrogram 1	1	339.986928995	340.032817995	0.000	11025.000	0.0459	11025.000	-73.14	l
56	Waveform 1	1	379.209781624	379.735975485	0.000	11025.000	0.5262	11025.000		w
56	Spectrogram 1	1	379.209781624	379.735975485	0.000	11025.000	0.5262	11025.000	-78.43	w
57	Waveform 1	1	408.649101079	408.704167878	0.000	11025.000	0.0551	11025.000		l
57	Spectrogram 1	1	408.649101079	408.704167878	0.000	11025.000	0.0551	11025.000	-68.43	l
58	Waveform 1	1	408.808182944	408.863249743	0.000	11025.000	0.0551	11025.000		m
58	Spectrogram 1	1	408.808182944	408.863249743	0.000	11025.000	0.0551	11025.000	-68.73	m
59	Waveform 1	1	409.034568674	409.086576207	0.000	11025.000	0.0520	11025.000		m
59	Spectrogram 1	1	409.034568674	409.086576207	0.000	11025.000	0.0520	11025.000	-68.64	m
60	Waveform 1	1	409.729022200	409.949289397	0.000	11025.000	0.2203	11025.000		y
60	Spectrogram 1	1	409.729022200	409.949289397	0.000	11025.000	0.2203	11025.000	-72.12	y
61	Waveform 1	1	410.242978994	410.288867994	0.000	11025.000	0.0459	11025.000		m
61	Spectrogram 1	1	410.242978994	410.288867994	0.000	11025.000	0.0459	11025.000	-72.92	m
62	Waveform 1	1	410.291927260	410.359231126	0.000	11025.000	0.0673	11025.000		m
62	Spectrogram 1	1	410.291927260	410.359231126	0.000	11025.000	0.0673	11025.000	-71.98	m
63	Waveform 1	1	410.600913190	410.655979990	0.000	11025.000	0.0551	11025.000		l
63	Spectrogram 1	1	410.600913190	410.655979990	0.000	11025.000	0.0551	11025.000	-73.75	l
64	Waveform 1	1	411.127107051	411.371848382	0.000	11025.000	0.2447	11025.000		y
64	Spectrogram 1	1	411.127107051	411.371848382	0.000	11025.000	0.2447	11025.000	-77.80	y
65	Waveform 1	1	415.761895313	415.813902845	0.000	11025.000	0.0520	11025.000		l
65	Spectrogram 1	1	415.761895313	415.813902845	0.000	11025.000	0.0520	11025.000	-76.04	l
66	Waveform 1	1	415.884265978	415.942392044	0.000	11025.000	0.0581	11025.000		m
66	Spectrogram 1	1	415.884265978	415.942392044	0.000	11025.000	0.0581	11025.000	-76.63	m
67	Waveform 1	1	415.948510577	416.012755177	0.000	11025.000	0.0642	11025.000		ca
67	Spectrogram 1	1	415.948510577	416.012755177	0.000	11025.000	0.0642	11025.000	-76.81	ca
68	Waveform 1	1	416.012755177	416.083118309	0.000	11025.000	0.0704	11025.000		ca
68	Spectrogram 1	1	416.012755177	416.083118309	0.000	11025.000	0.0704	11025.000	-73.79	ca
69	Waveform 1	1	416.239140907	416.355393039	0.000	11025.000	0.1163	11025.000		ca
69	Spectrogram 1	1	416.239140907	416.355393039	0.000	11025.000	0.1163	11025.000	-75.93	ca
70	Waveform 1	1	416.490000771	416.535889771	0.000	11025.000	0.0459	11025.000		m
70	Spectrogram 1	1	416.490000771	416.535889771	0.000	11025.000	0.0459	11025.000	-77.79	m
71	Waveform 1	1	416.642964103	416.688853102	0.000	11025.000	0.0459	11025.000		m
71	Spectrogram 1	1	416.642964103	416.688853102	0.000	11025.000	0.0459	11025.000	-78.78	m
72	Waveform 1	1	416.970305632	417.025372432	0.000	11025.000	0.0551	11025.000		m
72	Spectrogram 1	1	416.970305632	417.025372432	0.000	11025.000	0.0551	11025.000	-80.62	m
73	Waveform 1	1	419.228044064	419.289229397	0.000	11025.000	0.0612	11025.000		m
73	Spectrogram 1	1	419.228044064	419.289229397	0.000	11025.000	0.0612	11025.000	-74.40	m
74	Waveform 1	1	419.411600062	419.530911461	0.000	11025.000	0.1193	11025.000		m
74	Spectrogram 1	1	419.411600062	419.530911461	0.000	11025.000	0.1193	11025.000	-76.31	m
75	Waveform 1	1	419.585978260	419.686934059	0.000	11025.000	0.1010	11025.000		m
75	Spectrogram 1	1	419.585978260	419.686934059	0.000	11025.000	0.1010	11025.000	-74.65	m
76	Waveform 1	1	419.784830591	419.870490057	0.000	11025.000	0.0857	11025.000		m
76	Spectrogram 1	1	419.784830591	419.870490057	0.000	11025.000	0.0857	11025.000	-75.52	m
77	Waveform 1	1	447.777115783	448.055509046	0.000	11025.000	0.2784	11025.000		t
77	Spectrogram 1	1	447.777115783	448.055509046	0.000	11025.000	0.2784	11025.000	-76.79	t
78	Waveform 1	1	460.216092537	460.479189467	0.000	11025.000	0.2631	11025.000		t
78	Spectrogram 1	1	460.216092537	460.479189467	0.000	11025.000	0.2631	11025.000	-79.80	t
79	Waveform 1	1	460.555671133	460.757582731	0.000	11025.000	0.2019	11025.000		h
79	Spectrogram 1	1	460.555671133	460.757582731	0.000	11025.000	0.2019	11025.000	-61.24	h
80	Waveform 1	1	467.359479437	467.481850103	0.000	11025.000	0.1224	11025.000		p1
80	Spectrogram 1	1	467.359479437	467.481850103	0.000	11025.000	0.1224	11025.000	-63.36	p1
81	Waveform 1	1	467.546094702	467.610339301	0.000	11025.000	0.0642	11025.000		m
81	Spectrogram 1	1	467.546094702	467.610339301	0.000	11025.000	0.0642	11025.000	-69.87	m
82	Waveform 1	1	541.974985738	542.186075136	0.000	11025.000	0.2111	11025.000		h
82	Spectrogram 1	1	541.974985738	542.186075136	0.000	11025.000	0.2111	11025.000	-63.98	h
83	Waveform 1	1	543.360833523	543.480144921	0.000	11025.000	0.1193	11025.000		p2
83	Spectrogram 1	1	543.360833523	543.480144921	0.000	11025.000	0.1193	11025.000	-62.32	p2
84	Waveform 1	1	544.670199641	544.725266441	0.000	11025.000	0.0551	11025.000		m
84	Spectrogram 1	1	544.670199641	544.725266441	0.000	11025.000	0.0551	11025.000	-65.76	m
85	Waveform 1	1	547.854895863	547.909962662	0.000	11025.000	0.0551	11025.000		l
85	Spectrogram 1	1	547.854895863	547.909962662	0.000	11025.000	0.0551	11025.000	-60.94	l
86	Waveform 1	1	548.136348393	548.182237392	0.000	11025.000	0.0459	11025.000		l
86	Spectrogram 1	1	548.136348393	548.182237392	0.000	11025.000	0.0459	11025.000	-66.57	l
87	Waveform 1	1	560.810888678	561.006681742	0.000	11025.000	0.1958	11025.000		h
87	Spectrogram 1	1	560.810888678	561.006681742	0.000	11025.000	0.1958	11025.000	-62.50	h
88	Waveform 1	1	563.359257440	563.555050504	0.000	11025.000	0.1958	11025.000		h
88	Spectrogram 1	1	563.359257440	563.555050504	0.000	11025.000	0.1958	11025.000	-59.45	h
89	Waveform 1	1	565.760781746	565.953515544	0.000	11025.000	0.1927	11025.000		h
89	Spectrogram 1	1	565.760781746	565.953515544	0.000	11025.000	0.1927	11025.000	-59.84	h
90	Waveform 1	1	597.084604289	597.139671088	0.000	11025.000	0.0551	11025.000		m
90	Spectrogram 1	1	597.084604289	597.139671088	0.000	11025.000	0.0551	11025.000	-62.28	m
91	Waveform 1	1	597.151908154	597.206974954	0.000	11025.000	0.0551	11025.000		m
91	Spectrogram 1	1	597.151908154	597.206974954	0.000	11025.000	0.0551	11025.000	-56.64	m
92	Waveform 1	1	598.791675069	599.015001534	0.000	11025.000	0.2233	11025.000		h
92	Spectrogram 1	1	598.791675069	599.015001534	0.000	11025.000	0.2233	11025.000	-68.41	h
93	Waveform 1	1	600.078096688	600.191289554	0.000	11025.000	0.1132	11025.000		p1
93	Spectrogram 1	1	600.078096688	600.191289554	0.000	11025.000	0.1132	11025.000	-59.91	p1
94	Waveform 1	1	608.995856814	609.194709145	0.000	11025.000	0.1989	11025.000		h
94	Spectrogram 1	1	608.995856814	609.194709145	0.000	11025.000	0.1989	11025.000	-59.39	h
95	Waveform 1	1	610.825298261	611.002735725	0.000	11025.000	0.1774	11025.000		h
95	Spectrogram 1	1	610.825298261	611.002735725	0.000	11025.000	0.1774	11025.000	-59.08	h
96	Waveform 1	1	616.087236182	616.240199513	0.000	11025.000	0.1530	11025.000		se
96	Spectrogram 1	1	616.087236182	616.240199513	0.000	11025.000	0.1530	11025.000	-76.95	se
97	Waveform 1	1	616.625667109	616.827578707	0.000	11025.000	0.2019	11025.000		h
97	Spectrogram 1	1	616.625667109	616.827578707	0.000	11025.000	0.2019	11025.000	-61.01	h
98	Waveform 1	1	616.931593772	616.989719838	0.000	11025.000	0.0581	11025.000		m
98	Spectrogram 1	1	616.931593772	616.989719838	0.000	11025.000	0.0581	11025.000	-71.76	m
99	Waveform 1	1	637.492921984	637.731544781	0.000	11025.000	0.2386	11025.000		h
99	Spectrogram 1	1	637.492921984	637.731544781	0.000	11025.000	0.2386	11025.000	-82.12	h
100	Waveform 1	1	678.474851454	678.741007651	0.000	11025.000	0.2662	11025.000		h
100	Spectrogram 1	1	678.474851454	678.741007651	0.000	11025.000	0.2662	11025.000	-75.55	h
101	Waveform 1	1	681.053813226	681.237369223	0.000	11025.000	0.1836	11025.000		h
101	Spectrogram 1	1	681.053813226	681.237369223	0.000	11025.000	0.1836	11025.000	-63.22	h
102	Waveform 1	1	780.547263093	780.892960222	0.000	11025.000	0.3457	11025.000		pu
102	Spectrogram 1	1	780.547263093	780.892960222	0.000	11025.000	0.3457	11025.000	-78.01	pu
103	Waveform 1	1	782.578616137	783.028328332	0.000	11025.000	0.4497	11025.000		pu
103	Spectrogram 1	1	782.578616137	783.028328332	0.000	11025.000	0.4497	11025.000	-77.65	pu
104	Waveform 1	1	784.579376171	784.750695102	0.000	11025.000	0.1713	11025.000		pu
104	Spectrogram 1	1	784.579376171	784.750695102	0.000	11025.000	0.1713	11025.000	-77.17	pu
105	Waveform 1	1	787.243997065	787.439790129	0.000	11025.000	0.1958	11025.000		pu
105	Spectrogram 1	1	787.243997065	787.439790129	0.000	11025.000	0.1958	11025.000	-82.01	pu
106	Waveform 1	1	788.672674582	788.837874980	0.000	11025.000	0.1652	11025.000		pu
106	Spectrogram 1	1	788.672674582	788.837874980	0.000	11025.000	0.1652	11025.000	-81.20	pu
107	Waveform 1	1	790.223722765	790.318560030	0.000	11025.000	0.0948	11025.000		m
107	Spectrogram 1	1	790.223722765	790.318560030	0.000	11025.000	0.0948	11025.000	-69.60	m
108	Waveform 1	1	794.139557902	794.295580501	0.000	11025.000	0.1560	11025.000		pu
108	Spectrogram 1	1	794.139557902	794.295580501	0.000	11025.000	0.1560	11025.000	-74.52	pu
109	Waveform 1	1	794.307817567	794.647396163	0.000	11025.000	0.3396	11025.000		pu
109	Spectrogram 1	1	794.307817567	794.647396163	0.000	11025.000	0.3396	11025.000	-76.38	pu
110	Waveform 1	1	794.733055629	795.161352958	0.000	11025.000	0.4283	11025.000		pu
110	Spectrogram 1	1	794.733055629	795.161352958	0.000	11025.000	0.4283	11025.000	-74.07	pu
111	Waveform 1	1	795.476457421	795.660013419	0.000	11025.000	0.1836	11025.000		pu
111	Spectrogram 1	1	795.476457421	795.660013419	0.000	11025.000	0.1836	11025.000	-74.08	pu
112	Waveform 1	1	795.907814016	796.112784880	0.000	11025.000	0.2050	11025.000		pu
112	Spectrogram 1	1	795.907814016	796.112784880	0.000	11025.000	0.2050	11025.000	-75.98	pu
113	Waveform 1	1	796.825594006	797.293661801	0.000	3157.159	0.4681	3157.159		pu
113	Spectrogram 1	1	796.825594006	797.293661801	0.000	3157.159	0.4681	3157.159	-72.20	pu
114	Waveform 1	1	797.969759726	798.199204724	0.000	11025.000	0.2294	11025.000		pu
114	Spectrogram 1	1	797.969759726	798.199204724	0.000	11025.000	0.2294	11025.000	-78.86	pu
115	Waveform 1	1	798.388879255	798.658094719	0.000	11025.000	0.2692	11025.000		pu
115	Spectrogram 1	1	798.388879255	798.658094719	0.000	11025.000	0.2692	11025.000	-77.66	pu
116	Waveform 1	1	801.341070410	801.845849405	0.000	11025.000	0.5048	11025.000		pu
116	Spectrogram 1	1	801.341070410	801.845849405	0.000	11025.000	0.5048	11025.000	-71.49	pu
117	Waveform 1	1	805.917732949	806.303200545	0.000	11025.000	0.3855	11025.000		pu
117	Spectrogram 1	1	805.917732949	806.303200545	0.000	11025.000	0.3855	11025.000	-77.65	pu
118	Waveform 1	1	807.061898327	807.398417656	0.000	11025.000	0.3365	11025.000		pu
118	Spectrogram 1	1	807.061898327	807.398417656	0.000	11025.000	0.3365	11025.000	-72.40	pu
119	Waveform 1	1	807.842011318	807.985796850	0.000	11025.000	0.1438	11025.000		pu
119	Spectrogram 1	1	807.842011318	807.985796850	0.000	11025.000	0.1438	11025.000	-69.68	pu
120	Waveform 1	1	809.022888238	809.368585367	0.000	11025.000	0.3457	11025.000		pu
120	Spectrogram 1	1	809.022888238	809.368585367	0.000	11025.000	0.3457	11025.000	-74.22	pu
121	Waveform 1	1	810.338362402	810.766659731	0.000	11025.000	0.4283	11025.000		pu
121	Spectrogram 1	1	810.338362402	810.766659731	0.000	11025.000	0.4283	11025.000	-75.09	pu
122	Waveform 1	1	811.574306122	812.195337248	0.000	11025.000	0.6210	11025.000		pu
122	Spectrogram 1	1	811.574306122	812.195337248	0.000	11025.000	0.6210	11025.000	-77.34	pu
123	Waveform 1	1	812.492086112	813.134532104	0.000	11025.000	0.6424	11025.000		t
123	Spectrogram 1	1	812.492086112	813.134532104	0.000	11025.000	0.6424	11025.000	-68.83	t
124	Waveform 1	1	814.241986282	814.581564878	0.000	11025.000	0.3396	11025.000		t
124	Spectrogram 1	1	814.241986282	814.581564878	0.000	11025.000	0.3396	11025.000	-73.75	t
125	Waveform 1	1	814.633572411	815.487107801	0.000	11025.000	0.8535	11025.000		pu
125	Spectrogram 1	1	814.633572411	815.487107801	0.000	11025.000	0.8535	11025.000	-77.75	pu
126	Waveform 1	1	816.355939525	816.940259452	0.000	11025.000	0.5843	11025.000		pu
126	Spectrogram 1	1	816.355939525	816.940259452	0.000	11025.000	0.5843	11025.000	-64.00	pu
127	Waveform 1	1	817.812149366	818.111957496	0.000	11025.000	0.2998	11025.000		pu
127	Spectrogram 1	1	817.812149366	818.111957496	0.000	11025.000	0.2998	11025.000	-64.48	pu
128	Waveform 1	1	819.274478817	819.399908749	0.000	11025.000	0.1254	11025.000		pu
128	Spectrogram 1	1	819.274478817	819.399908749	0.000	11025.000	0.1254	11025.000	-75.06	pu
129	Waveform 1	1	853.951259678	854.012445011	0.000	11025.000	0.0612	11025.000		cl
129	Spectrogram 1	1	853.951259678	854.012445011	0.000	11025.000	0.0612	11025.000	-63.67	cl
130	Waveform 1	1	854.241890008	854.287779008	0.000	11025.000	0.0459	11025.000		cl
130	Spectrogram 1	1	854.241890008	854.287779008	0.000	11025.000	0.0459	11025.000	-63.81	cl
131	Waveform 1	1	854.553935205	854.602883471	0.000	11025.000	0.0489	11025.000		cl
131	Spectrogram 1	1	854.553935205	854.602883471	0.000	11025.000	0.0489	11025.000	-64.58	cl
132	Waveform 1	1	854.875158201	854.927165734	0.000	11025.000	0.0520	11025.000		cl
132	Spectrogram 1	1	854.875158201	854.927165734	0.000	11025.000	0.0520	11025.000	-64.91	cl
133	Waveform 1	1	855.548196517	855.600204050	0.000	11025.000	0.0520	11025.000		cl
133	Spectrogram 1	1	855.548196517	855.600204050	0.000	11025.000	0.0520	11025.000	-66.28	cl
134	Waveform 1	1	856.233472243	856.285479776	0.000	11025.000	0.0520	11025.000		cl
134	Spectrogram 1	1	856.233472243	856.285479776	0.000	11025.000	0.0520	11025.000	-67.49	cl
135	Waveform 1	1	856.652591772	856.704599304	0.000	11025.000	0.0520	11025.000		cl
135	Spectrogram 1	1	856.652591772	856.704599304	0.000	11025.000	0.0520	11025.000	-68.54	cl
136	Waveform 1	1	858.215875911	858.833847771	0.000	11025.000	0.6180	11025.000		pu
136	Spectrogram 1	1	858.215875911	858.833847771	0.000	11025.000	0.6180	11025.000	-80.57	pu
137	Waveform 1	1	858.849145214	858.898093480	0.000	11025.000	0.0489	11025.000		cl
137	Spectrogram 1	1	858.849145214	858.898093480	0.000	11025.000	0.0489	11025.000	-68.22	cl
138	Waveform 1	1	859.711856951	860.461377276	0.000	11025.000	0.7495	11025.000		pu
138	Spectrogram 1	1	859.711856951	860.461377276	0.000	11025.000	0.7495	11025.000	-80.61	pu
139	Waveform 1	1	861.161949335	861.339386800	0.000	11025.000	0.1774	11025.000		pu
139	Spectrogram 1	1	861.161949335	861.339386800	0.000	11025.000	0.1774	11025.000	-75.34	pu
140	Waveform 1	1	861.721795129	861.914528927	0.000	11025.000	0.1927	11025.000		pu
140	Spectrogram 1	1	861.721795129	861.914528927	0.000	11025.000	0.1927	11025.000	-79.33	pu
141	Waveform 1	1	862.358121136	863.725613321	0.000	11025.000	1.3675	11025.000		pu
141	Spectrogram 1	1	862.358121136	863.725613321	0.000	11025.000	1.3675	11025.000	-78.78	pu
142	Waveform 1	1	879.679687436	879.866302700	0.000	11025.000	0.1866	11025.000		pu
142	Spectrogram 1	1	879.679687436	879.866302700	0.000	11025.000	0.1866	11025.000	-81.53	pu
143	Waveform 1	1	880.117162564	880.181407164	0.000	11025.000	0.0642	11025.000		l
143	Spectrogram 1	1	880.117162564	880.181407164	0.000	11025.000	0.0642	11025.000	-76.51	l
144	Waveform 1	1	880.285422229	880.355785362	0.000	11025.000	0.0704	11025.000		l
144	Spectrogram 1	1	880.285422229	880.355785362	0.000	11025.000	0.0704	11025.000	-75.08	l
