Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
23	Spectrogram 1	1	1916.301432438	1916.338143637	0.000	11025.000	0.0367	11025.000	-65.31	pc11
24	Waveform 1	1	1916.377914103	1916.622655429	0.000	11025.000	0.2447	11025.000		hw2
24	Spectrogram 1	1	1916.377914103	1916.622655429	0.000	11025.000	0.2447	11025.000	-31.63	hw2
25	Waveform 1	1	1936.113240229	1936.159129227	0.000	11025.000	0.0459	11025.000		pc12
25	Spectrogram 1	1	1936.113240229	1936.159129227	0.000	11025.000	0.0459	11025.000	-72.53	pc12
26	Waveform 1	1	1936.364100088	1936.406929820	0.000	11025.000	0.0428	11025.000		pc13
26	Spectrogram 1	1	1936.364100088	1936.406929820	0.000	11025.000	0.0428	11025.000	-60.25	pc13
27	Waveform 1	1	1936.517063416	1936.862760539	0.000	11025.000	0.3457	11025.000		w9
27	Spectrogram 1	1	1936.517063416	1936.862760539	0.000	11025.000	0.3457	11025.000	-39.87	w9
28	Waveform 1	1	1995.753636599	1995.802584864	0.000	11025.000	0.0489	11025.000		pc14
28	Spectrogram 1	1	1995.753636599	1995.802584864	0.000	11025.000	0.0489	11025.000	-62.35	pc14
29	Waveform 1	1	1995.891303595	1996.322660182	0.000	11025.000	0.4314	11025.000		hw3
29	Spectrogram 1	1	1995.891303595	1996.322660182	0.000	11025.000	0.4314	11025.000	-43.89	hw3
30	Waveform 1	1	1999.902001730	1999.938712929	0.000	11025.000	0.0367	11025.000		pc15
30	Spectrogram 1	1	1999.902001730	1999.938712929	0.000	11025.000	0.0367	11025.000	-71.38	pc15
31	Waveform 1	1	2000.180394988	2000.571981110	0.000	11025.000	0.3916	11025.000		w10
31	Spectrogram 1	1	2000.180394988	2000.571981110	0.000	11025.000	0.3916	11025.000	-31.47	w10
32	Waveform 1	1	2010.202551255	2010.239262454	0.000	11025.000	0.0367	11025.000		pc16
32	Spectrogram 1	1	2010.202551255	2010.239262454	0.000	11025.000	0.0367	11025.000	-76.38	pc16
33	Waveform 1	1	2010.474825980	2010.878649168	0.000	11025.000	0.4038	11025.000		w11
33	Spectrogram 1	1	2010.474825980	2010.878649168	0.000	11025.000	0.4038	11025.000	-33.75	w11
34	Waveform 1	1	2016.070224201	2016.100816867	0.000	11025.000	0.0306	11025.000		pc17
34	Spectrogram 1	1	2016.070224201	2016.100816867	0.000	11025.000	0.0306	11025.000	-68.29	pc17
35	Waveform 1	1	2016.140587333	2016.568884653	0.000	11025.000	0.4283	11025.000		hw4
35	Spectrogram 1	1	2016.140587333	2016.568884653	0.000	11025.000	0.4283	11025.000	-51.69	hw4
36	Waveform 1	1	2020.634649587	2020.668301519	0.000	11025.000	0.0337	11025.000		pc18
36	Spectrogram 1	1	2020.634649587	2020.668301519	0.000	11025.000	0.0337	11025.000	-69.13	pc18
37	Waveform 1	1	2020.698894185	2020.998702309	0.000	11025.000	0.2998	11025.000		w12
37	Spectrogram 1	1	2020.698894185	2020.998702309	0.000	11025.000	0.2998	11025.000	-52.83	w12
38	Waveform 1	1	2027.117234771	2027.157005236	0.000	11025.000	0.0398	11025.000		pc19
38	Spectrogram 1	1	2027.117234771	2027.157005236	0.000	11025.000	0.0398	11025.000	-68.95	pc19
39	Waveform 1	1	2027.386450229	2027.435398494	0.000	11025.000	0.0489	11025.000		pc20
39	Spectrogram 1	1	2027.386450229	2027.435398494	0.000	11025.000	0.0489	11025.000	-57.08	pc20
40	Waveform 1	1	2027.444576294	2027.790273417	0.000	11025.000	0.3457	11025.000		w13
40	Spectrogram 1	1	2027.444576294	2027.790273417	0.000	11025.000	0.3457	11025.000	-30.21	w13
41	Waveform 1	1	2045.867477887	2045.919485419	0.000	11025.000	0.0520	11025.000		pc21
41	Spectrogram 1	1	2045.867477887	2045.919485419	0.000	11025.000	0.0520	11025.000	-75.87	pc21
42	Waveform 1	1	2046.130574813	2046.170345278	0.000	11025.000	0.0398	11025.000		pc22
42	Spectrogram 1	1	2046.130574813	2046.170345278	0.000	11025.000	0.0398	11025.000	-64.84	pc22
43	Waveform 1	1	2046.243767676	2046.675124263	0.000	11025.000	0.4314	11025.000		w14
43	Spectrogram 1	1	2046.243767676	2046.675124263	0.000	11025.000	0.4314	11025.000	-32.11	w14
44	Waveform 1	1	2051.557713028	2051.597483494	0.000	11025.000	0.0398	11025.000		pc23
44	Spectrogram 1	1	2051.557713028	2051.597483494	0.000	11025.000	0.0398	11025.000	-68.38	pc23
45	Waveform 1	1	2051.756565356	2051.781039488	0.000	11025.000	0.0245	11025.000		pc24
45	Spectrogram 1	1	2051.756565356	2051.781039488	0.000	11025.000	0.0245	11025.000	-59.98	pc24
46	Waveform 1	1	2051.781039488	2052.154270010	0.000	11025.000	0.3732	11025.000		w15
46	Spectrogram 1	1	2051.781039488	2052.154270010	0.000	11025.000	0.3732	11025.000	-30.59	w15
47	Waveform 1	1	2057.247948513	2057.281600445	0.000	11025.000	0.0337	11025.000		pc25
47	Spectrogram 1	1	2057.247948513	2057.281600445	0.000	11025.000	0.0337	11025.000	-75.02	pc25
48	Waveform 1	1	2057.407030375	2057.446800840	0.000	11025.000	0.0398	11025.000		pc26
48	Spectrogram 1	1	2057.407030375	2057.446800840	0.000	11025.000	0.0398	11025.000	-73.87	pc26
49	Waveform 1	1	2057.511045438	2057.890394494	0.000	11025.000	0.3793	11025.000		w16
49	Spectrogram 1	1	2057.511045438	2057.890394494	0.000	11025.000	0.3793	11025.000	-32.70	w16
50	Waveform 1	1	2064.721734958	2064.761505423	0.000	11025.000	0.0398	11025.000		pc27
50	Spectrogram 1	1	2064.721734958	2064.761505423	0.000	11025.000	0.0398	11025.000	-74.63	pc27
51	Waveform 1	1	2064.990950416	2065.376418005	0.000	11025.000	0.3855	11025.000		w17
51	Spectrogram 1	1	2064.990950416	2065.376418005	0.000	11025.000	0.3855	11025.000	-31.12	w17
52	Waveform 1	1	2076.576387465	2076.934321654	0.000	11025.000	0.3579	11025.000		w18
52	Spectrogram 1	1	2076.576387465	2076.934321654	0.000	11025.000	0.3579	11025.000	-31.03	w18
53	Waveform 1	1	2147.563596624	2147.603367089	0.000	11025.000	0.0398	11025.000		pc28
53	Spectrogram 1	1	2147.563596624	2147.603367089	0.000	11025.000	0.0398	11025.000	-63.21	pc28
54	Waveform 1	1	2147.615604156	2147.973538345	0.000	11025.000	0.3579	11025.000		w19
54	Spectrogram 1	1	2147.615604156	2147.973538345	0.000	11025.000	0.3579	11025.000	-39.99	w19
55	Waveform 1	1	2209.743176142	2209.776828074	0.000	11025.000	0.0337	11025.000		pc29
55	Spectrogram 1	1	2209.743176142	2209.776828074	0.000	11025.000	0.0337	11025.000	-70.16	pc29
56	Waveform 1	1	2209.951206269	2210.373385056	0.000	11025.000	0.4222	11025.000		w20
56	Spectrogram 1	1	2209.951206269	2210.373385056	0.000	11025.000	0.4222	11025.000	-33.82	w20
57	Waveform 1	1	2256.403100264	2256.455107796	0.000	11025.000	0.0520	11025.000		pc30
57	Spectrogram 1	1	2256.403100264	2256.455107796	0.000	11025.000	0.0520	11025.000	-73.27	pc30
58	Waveform 1	1	2256.583596992	2257.226042973	0.000	11025.000	0.6424	11025.000		w21
58	Spectrogram 1	1	2256.583596992	2257.226042973	0.000	11025.000	0.6424	11025.000	-32.28	w21
59	Waveform 1	1	2261.426415000	2261.487600331	0.000	11025.000	0.0612	11025.000		pc31
59	Spectrogram 1	1	2261.426415000	2261.487600331	0.000	11025.000	0.0612	11025.000	-79.16	pc31
60	Waveform 1	1	2261.536548597	2261.582437595	0.000	11025.000	0.0459	11025.000		pc32
60	Spectrogram 1	1	2261.536548597	2261.582437595	0.000	11025.000	0.0459	11025.000	-78.25	pc32
61	Waveform 1	1	2261.750697257	2262.120868512	0.000	11025.000	0.3702	11025.000		w22
61	Spectrogram 1	1	2261.750697257	2262.120868512	0.000	11025.000	0.3702	11025.000	-30.74	w22
62	Waveform 1	1	2269.337676565	2269.383565563	0.000	11025.000	0.0459	11025.000		pc33
62	Spectrogram 1	1	2269.337676565	2269.383565563	0.000	11025.000	0.0459	11025.000	-59.05	pc33
63	Waveform 1	1	2269.398861896	2269.701729287	0.000	11025.000	0.3029	11025.000		w23
63	Spectrogram 1	1	2269.398861896	2269.701729287	0.000	11025.000	0.3029	11025.000	-28.85	w23
