Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
18	Spectrogram 1	1	426.030438699	426.177538215	0.000	11025.000	0.1471	11025.000	-75.72	h
19	Waveform 1	1	465.569924576	465.675922757	0.000	11025.000	0.1060	11025.000		h
19	Spectrogram 1	1	465.569924576	465.675922757	0.000	11025.000	0.1060	11025.000	-77.27	h
20	Waveform 1	1	489.702898874	489.841345477	0.000	11025.000	0.1384	11025.000		up
20	Spectrogram 1	1	489.702898874	489.841345477	0.000	11025.000	0.1384	11025.000	-70.92	up
21	Waveform 1	1	489.897589410	490.094443174	0.000	11025.000	0.1969	11025.000		d
21	Spectrogram 1	1	489.897589410	490.094443174	0.000	11025.000	0.1969	11025.000	-64.91	d
22	Waveform 1	1	490.321581025	490.840755788	0.000	11025.000	0.5192	11025.000		mo
22	Spectrogram 1	1	490.321581025	490.840755788	0.000	11025.000	0.5192	11025.000	-68.67	mo
23	Waveform 1	1	517.374913446	517.416014782	0.000	11025.000	0.0411	11025.000		cl
23	Spectrogram 1	1	517.374913446	517.416014782	0.000	11025.000	0.0411	11025.000	-72.83	cl
24	Waveform 1	1	566.982054723	567.088052904	0.000	11025.000	0.1060	11025.000		h
24	Spectrogram 1	1	566.982054723	567.088052904	0.000	11025.000	0.1060	11025.000	-77.16	h
25	Waveform 1	1	604.719558469	604.868821213	0.000	11025.000	0.1493	11025.000		h
25	Spectrogram 1	1	604.719558469	604.868821213	0.000	11025.000	0.1493	11025.000	-70.31	h
26	Waveform 1	1	607.979543417	608.029297665	0.000	11025.000	0.0498	11025.000		cl
26	Spectrogram 1	1	607.979543417	608.029297665	0.000	11025.000	0.0498	11025.000	-74.58	cl
27	Waveform 1	1	613.469816653	613.510917989	0.000	11025.000	0.0411	11025.000		cl
27	Spectrogram 1	1	613.469816653	613.510917989	0.000	11025.000	0.0411	11025.000	-75.62	cl
28	Waveform 1	1	643.713908749	644.142227929	0.000	11025.000	0.4283	11025.000		mo
28	Spectrogram 1	1	643.713908749	644.142227929	0.000	11025.000	0.4283	11025.000	-38.16	mo
29	Waveform 1	1	647.361111542	647.493068461	0.000	11025.000	0.1320	11025.000		hu
29	Spectrogram 1	1	647.361111542	647.493068461	0.000	11025.000	0.1320	11025.000	-40.23	hu
30	Waveform 1	1	647.581760816	647.774288124	0.000	11025.000	0.1925	11025.000		hu
30	Spectrogram 1	1	647.581760816	647.774288124	0.000	11025.000	0.1925	11025.000	-39.65	hu
31	Waveform 1	1	650.627586252	650.692483098	0.000	11025.000	0.0649	11025.000		b
31	Spectrogram 1	1	650.627586252	650.692483098	0.000	11025.000	0.0649	11025.000	-56.13	b
32	Waveform 1	1	663.174310018	663.256512689	0.000	11025.000	0.0822	11025.000		b
32	Spectrogram 1	1	663.174310018	663.256512689	0.000	11025.000	0.0822	11025.000	-67.28	b
33	Waveform 1	1	663.256512689	663.327899219	0.000	11025.000	0.0714	11025.000		b
33	Spectrogram 1	1	663.256512689	663.327899219	0.000	11025.000	0.0714	11025.000	-61.96	b
34	Waveform 1	1	668.138918564	668.231937376	0.000	11025.000	0.0930	11025.000		ht
34	Spectrogram 1	1	668.138918564	668.231937376	0.000	11025.000	0.0930	11025.000	-71.07	ht
35	Waveform 1	1	669.707259074	669.746197182	0.000	11025.000	0.0389	11025.000		cl
35	Spectrogram 1	1	669.707259074	669.746197182	0.000	11025.000	0.0389	11025.000	-49.98	cl
36	Waveform 1	1	669.936561262	669.975499369	0.000	11025.000	0.0389	11025.000		cl
36	Spectrogram 1	1	669.936561262	669.975499369	0.000	11025.000	0.0389	11025.000	-53.12	cl
37	Waveform 1	1	675.348958328	675.517690126	0.000	11025.000	0.1687	11025.000		pu
37	Spectrogram 1	1	675.348958328	675.517690126	0.000	11025.000	0.1687	11025.000	-71.66	pu
38	Waveform 1	1	675.615035395	676.164495353	0.000	11025.000	0.5495	11025.000		pu
38	Spectrogram 1	1	675.615035395	676.164495353	0.000	11025.000	0.5495	11025.000	-70.79	pu
39	Waveform 1	1	676.261840621	676.408940137	0.000	11025.000	0.1471	11025.000		pu
39	Spectrogram 1	1	676.261840621	676.408940137	0.000	11025.000	0.1471	11025.000	-68.69	pu
40	Waveform 1	1	676.525754459	676.679343660	0.000	11025.000	0.1536	11025.000		pu
40	Spectrogram 1	1	676.525754459	676.679343660	0.000	11025.000	0.1536	11025.000	-75.97	pu
41	Waveform 1	1	676.731261136	676.817790263	0.000	11025.000	0.0865	11025.000		pu
41	Spectrogram 1	1	676.731261136	676.817790263	0.000	11025.000	0.0865	11025.000	-77.92	pu
42	Waveform 1	1	678.911788445	679.294679833	0.000	11025.000	0.3829	11025.000		mo
42	Spectrogram 1	1	678.911788445	679.294679833	0.000	11025.000	0.3829	11025.000	-33.50	mo
43	Waveform 1	1	679.359576678	680.216215038	0.000	11025.000	0.8566	11025.000		mo
43	Spectrogram 1	1	679.359576678	680.216215038	0.000	11025.000	0.8566	11025.000	-52.38	mo
44	Waveform 1	1	680.785144128	681.589865012	0.000	11025.000	0.8047	11025.000		mo
44	Spectrogram 1	1	680.785144128	681.589865012	0.000	11025.000	0.8047	11025.000	-50.94	mo
45	Waveform 1	1	688.339136848	688.378074955	0.000	11025.000	0.0389	11025.000		m
45	Spectrogram 1	1	688.339136848	688.378074955	0.000	11025.000	0.0389	11025.000	-64.67	m
46	Waveform 1	1	688.421339519	688.458114398	0.000	11025.000	0.0368	11025.000		m
46	Spectrogram 1	1	688.421339519	688.458114398	0.000	11025.000	0.0368	11025.000	-66.92	m
47	Waveform 1	1	688.460277626	688.499215733	0.000	11025.000	0.0389	11025.000		m
47	Spectrogram 1	1	688.460277626	688.499215733	0.000	11025.000	0.0389	11025.000	-57.77	m
48	Waveform 1	1	689.771193736	689.805805387	0.000	11025.000	0.0346	11025.000		l
48	Spectrogram 1	1	689.771193736	689.805805387	0.000	11025.000	0.0346	11025.000	-60.87	l
49	Waveform 1	1	689.963721044	690.011312064	0.000	11025.000	0.0476	11025.000		l
49	Spectrogram 1	1	689.963721044	690.011312064	0.000	11025.000	0.0476	11025.000	-52.61	l
50	Waveform 1	1	690.052413399	690.097841191	0.000	11025.000	0.0454	11025.000		l
50	Spectrogram 1	1	690.052413399	690.097841191	0.000	11025.000	0.0454	11025.000	-62.91	l
51	Waveform 1	1	690.995580886	691.114558436	0.000	11025.000	0.1190	11025.000		h
51	Spectrogram 1	1	690.995580886	691.114558436	0.000	11025.000	0.1190	11025.000	-59.84	h
52	Waveform 1	1	691.112395208	691.300596060	0.000	11025.000	0.1882	11025.000		t
52	Spectrogram 1	1	691.112395208	691.300596060	0.000	11025.000	0.1882	11025.000	-67.89	t
53	Waveform 1	1	694.086822824	694.112781563	0.000	11025.000	0.0260	11025.000		l
53	Spectrogram 1	1	694.086822824	694.112781563	0.000	11025.000	0.0260	11025.000	-61.97	l
54	Waveform 1	1	694.156046126	694.186331321	0.000	11025.000	0.0303	11025.000		l
54	Spectrogram 1	1	694.156046126	694.186331321	0.000	11025.000	0.0303	11025.000	-60.77	l
55	Waveform 1	1	694.288003045	694.484856810	0.000	11025.000	0.1969	11025.000		hu
55	Spectrogram 1	1	694.288003045	694.484856810	0.000	11025.000	0.1969	11025.000	-38.54	hu
56	Waveform 1	1	717.324220655	717.380464588	0.000	11025.000	0.0562	11025.000		b
56	Spectrogram 1	1	717.324220655	717.380464588	0.000	11025.000	0.0562	11025.000	-58.58	b
57	Waveform 1	1	720.151559967	720.251068463	0.000	11025.000	0.0995	11025.000		pu
57	Spectrogram 1	1	720.151559967	720.251068463	0.000	11025.000	0.0995	11025.000	-68.02	pu
58	Waveform 1	1	721.023341003	721.055789425	0.000	11025.000	0.0324	11025.000		cl
58	Spectrogram 1	1	721.023341003	721.055789425	0.000	11025.000	0.0324	11025.000	-72.45	cl
59	Waveform 1	1	722.576538837	722.615476944	0.000	11025.000	0.0389	11025.000		cl
59	Spectrogram 1	1	722.576538837	722.615476944	0.000	11025.000	0.0389	11025.000	-77.81	cl
60	Waveform 1	1	722.704169299	722.736617722	0.000	11025.000	0.0324	11025.000		cl
60	Spectrogram 1	1	722.704169299	722.736617722	0.000	11025.000	0.0324	11025.000	-77.53	cl
61	Waveform 1	1	726.344882407	726.381657286	0.000	11025.000	0.0368	11025.000		cl
61	Spectrogram 1	1	726.344882407	726.381657286	0.000	11025.000	0.0368	11025.000	-77.43	cl
62	Waveform 1	1	733.803677025	733.862084186	0.000	11025.000	0.0584	11025.000		l
62	Spectrogram 1	1	733.803677025	733.862084186	0.000	11025.000	0.0584	11025.000	-62.65	l
63	Waveform 1	1	733.937797173	734.439666111	0.000	11025.000	0.5019	11025.000		mo
63	Spectrogram 1	1	733.937797173	734.439666111	0.000	11025.000	0.5019	11025.000	-57.17	mo
64	Waveform 1	1	739.514599581	739.560027373	0.000	11025.000	0.0454	11025.000		cl
64	Spectrogram 1	1	739.514599581	739.560027373	0.000	11025.000	0.0454	11025.000	-78.15	cl
65	Waveform 1	1	741.007227026	741.046165134	0.000	11025.000	0.0389	11025.000		cl
65	Spectrogram 1	1	741.007227026	741.046165134	0.000	11025.000	0.0389	11025.000	-75.64	cl
66	Waveform 1	1	750.891016901	750.945097606	0.000	11025.000	0.0541	11025.000		l
66	Spectrogram 1	1	750.891016901	750.945097606	0.000	11025.000	0.0541	11025.000	-66.40	l
67	Waveform 1	1	750.975382800	751.081380981	0.000	11025.000	0.1060	11025.000		p1
67	Spectrogram 1	1	750.975382800	751.081380981	0.000	11025.000	0.1060	11025.000	-70.71	p1
68	Waveform 1	1	751.120319088	751.202521759	0.000	11025.000	0.0822	11025.000		ht
68	Spectrogram 1	1	751.120319088	751.202521759	0.000	11025.000	0.0822	11025.000	-74.77	ht
69	Waveform 1	1	764.004506529	764.067240146	0.000	11025.000	0.0627	11025.000		b
69	Spectrogram 1	1	764.004506529	764.067240146	0.000	11025.000	0.0627	11025.000	-58.24	b
70	Waveform 1	1	795.555181420	795.630894407	0.000	11025.000	0.0757	11025.000		l
70	Spectrogram 1	1	795.555181420	795.630894407	0.000	11025.000	0.0757	11025.000	-60.83	l
71	Waveform 1	1	795.674158970	796.208476331	0.000	11025.000	0.5343	11025.000		mo
71	Spectrogram 1	1	795.674158970	796.208476331	0.000	11025.000	0.5343	11025.000	-52.86	mo
72	Waveform 1	1	802.941524014	803.028053142	0.000	11025.000	0.0865	11025.000		l
72	Spectrogram 1	1	802.941524014	803.028053142	0.000	11025.000	0.0865	11025.000	-64.21	l
73	Waveform 1	1	803.220580450	803.328741859	0.000	11025.000	0.1082	11025.000		wa
73	Spectrogram 1	1	803.220580450	803.328741859	0.000	11025.000	0.1082	11025.000	-39.94	wa
74	Waveform 1	1	803.376332879	803.460698778	0.000	11025.000	0.0844	11025.000		p1
74	Spectrogram 1	1	803.376332879	803.460698778	0.000	11025.000	0.0844	11025.000	-55.86	p1
75	Waveform 1	1	805.158832979	805.236709193	0.000	11025.000	0.0779	11025.000		sh
75	Spectrogram 1	1	805.158832979	805.236709193	0.000	11025.000	0.0779	11025.000	-68.10	sh
76	Waveform 1	1	811.458153600	811.942716713	0.000	11025.000	0.4846	11025.000		w
76	Spectrogram 1	1	811.458153600	811.942716713	0.000	11025.000	0.4846	11025.000	-48.37	w
77	Waveform 1	1	812.637113037	812.976739862	0.000	11025.000	0.3396	11025.000		mo
77	Spectrogram 1	1	812.637113037	812.976739862	0.000	11025.000	0.3396	11025.000	-62.98	mo
78	Waveform 1	1	819.857968864	820.197595688	0.000	11025.000	0.3396	11025.000		mo
78	Spectrogram 1	1	819.857968864	820.197595688	0.000	11025.000	0.3396	11025.000	-55.52	mo
79	Waveform 1	1	820.742729268	820.885502328	0.000	11025.000	0.1428	11025.000		d
79	Spectrogram 1	1	820.742729268	820.885502328	0.000	11025.000	0.1428	11025.000	-66.37	d
80	Waveform 1	1	828.748837003	829.125238707	0.000	11025.000	0.3764	11025.000		w
80	Spectrogram 1	1	828.748837003	829.125238707	0.000	11025.000	0.3764	11025.000	-50.18	w
81	Waveform 1	1	840.800181516	841.219847783	0.000	11025.000	0.4197	11025.000		w
81	Spectrogram 1	1	840.800181516	841.219847783	0.000	11025.000	0.4197	11025.000	-42.48	w
82	Waveform 1	1	841.674125780	842.121914013	0.000	11025.000	0.4478	11025.000		p2
82	Spectrogram 1	1	841.674125780	842.121914013	0.000	11025.000	0.4478	11025.000	-64.41	p2
83	Waveform 1	1	923.232157108	923.290564269	0.000	11025.000	0.0584	11025.000		l
83	Spectrogram 1	1	923.232157108	923.290564269	0.000	11025.000	0.0584	11025.000	-73.81	l
84	Waveform 1	1	923.454969610	923.625864637	0.000	11025.000	0.1709	11025.000		hu
84	Spectrogram 1	1	923.454969610	923.625864637	0.000	11025.000	0.1709	11025.000	-66.07	hu
85	Waveform 1	1	935.357051378	935.499824438	0.000	11025.000	0.1428	11025.000		se
85	Spectrogram 1	1	935.357051378	935.499824438	0.000	11025.000	0.1428	11025.000	-72.18	se
86	Waveform 1	1	938.716544822	938.917725043	0.000	11025.000	0.2012	11025.000		p2
86	Spectrogram 1	1	938.716544822	938.917725043	0.000	11025.000	0.2012	11025.000	-63.30	p2
87	Waveform 1	1	962.615889573	962.704581929	0.000	11025.000	0.0887	11025.000		h
87	Spectrogram 1	1	962.615889573	962.704581929	0.000	11025.000	0.0887	11025.000	-77.98	h
88	Waveform 1	1	988.031657481	988.148471803	0.000	11025.000	0.1168	11025.000		h
88	Spectrogram 1	1	988.031657481	988.148471803	0.000	11025.000	0.1168	11025.000	-79.04	h
89	Waveform 1	1	1059.052601806	1059.191048409	0.000	11025.000	0.1384	11025.000		h
89	Spectrogram 1	1	1059.052601806	1059.191048409	0.000	11025.000	0.1384	11025.000	-71.81	h
90	Waveform 1	1	1088.357850408	1088.461685360	0.000	11025.000	0.1038	11025.000		h
90	Spectrogram 1	1	1088.357850408	1088.461685360	0.000	11025.000	0.1038	11025.000	-76.46	h
91	Waveform 1	1	1139.784272208	1139.857821966	0.000	11025.000	0.0735	11025.000		p1
91	Spectrogram 1	1	1139.784272208	1139.857821966	0.000	11025.000	0.0735	11025.000	-67.98	p1
92	Waveform 1	1	1143.967954559	1144.104237934	0.000	11025.000	0.1363	11025.000		h
92	Spectrogram 1	1	1143.967954559	1144.104237934	0.000	11025.000	0.1363	11025.000	-77.24	h
93	Waveform 1	1	1145.246422414	1145.376216105	0.000	11025.000	0.1298	11025.000		h
93	Spectrogram 1	1	1145.246422414	1145.376216105	0.000	11025.000	0.1298	11025.000	-81.24	h
94	Waveform 1	1	1145.430296809	1145.484377514	0.000	11025.000	0.0541	11025.000		sh
94	Spectrogram 1	1	1145.430296809	1145.484377514	0.000	11025.000	0.0541	11025.000	-80.48	sh
95	Waveform 1	1	1179.397305625	1179.436243732	0.000	11025.000	0.0389	11025.000		cl
95	Spectrogram 1	1	1179.397305625	1179.436243732	0.000	11025.000	0.0389	11025.000	-70.70	cl
96	Waveform 1	1	1179.518446403	1179.555221282	0.000	11025.000	0.0368	11025.000		cl
96	Spectrogram 1	1	1179.518446403	1179.555221282	0.000	11025.000	0.0368	11025.000	-74.87	cl
97	Waveform 1	1	1187.654347459	1187.756019184	0.000	11025.000	0.1017	11025.000		h
97	Spectrogram 1	1	1187.654347459	1187.756019184	0.000	11025.000	0.1017	11025.000	-77.61	h
98	Waveform 1	1	1192.194963569	1192.305288206	0.000	11025.000	0.1103	11025.000		h
98	Spectrogram 1	1	1192.194963569	1192.305288206	0.000	11025.000	0.1103	11025.000	-74.92	h
99	Waveform 1	1	1197.421323012	1197.840989280	0.000	11025.000	0.4197	11025.000		mo
99	Spectrogram 1	1	1197.421323012	1197.840989280	0.000	11025.000	0.4197	11025.000	-70.22	mo
100	Waveform 1	1	1199.424472387	1199.729487561	0.000	11025.000	0.3050	11025.000		w
100	Spectrogram 1	1	1199.424472387	1199.729487561	0.000	11025.000	0.3050	11025.000	-56.36	w
101	Waveform 1	1	1199.947973607	1200.536371672	0.000	11025.000	0.5884	11025.000		mo
101	Spectrogram 1	1	1199.947973607	1200.536371672	0.000	11025.000	0.5884	11025.000	-67.24	mo
102	Waveform 1	1	1210.677585701	1210.865786552	0.000	11025.000	0.1882	11025.000		h
102	Spectrogram 1	1	1210.677585701	1210.865786552	0.000	11025.000	0.1882	11025.000	-77.29	h
103	Waveform 1	1	1224.072294992	1224.219394508	0.000	11025.000	0.1471	11025.000		h
103	Spectrogram 1	1	1224.072294992	1224.219394508	0.000	11025.000	0.1471	11025.000	-77.76	h
104	Waveform 1	1	1229.378693878	1229.458733321	0.000	11025.000	0.0800	11025.000		p1
104	Spectrogram 1	1	1229.378693878	1229.458733321	0.000	11025.000	0.0800	11025.000	-66.24	p1
105	Waveform 1	1	1231.788530151	1231.924813526	0.000	11025.000	0.1363	11025.000		h
105	Spectrogram 1	1	1231.788530151	1231.924813526	0.000	11025.000	0.1363	11025.000	-77.35	h
106	Waveform 1	1	1237.451861687	1237.505942391	0.000	11025.000	0.0541	11025.000		sh
106	Spectrogram 1	1	1237.451861687	1237.505942391	0.000	11025.000	0.0541	11025.000	-75.99	sh
107	Waveform 1	1	1245.953348675	1246.007429379	0.000	11025.000	0.0541	11025.000		sh
107	Spectrogram 1	1	1245.953348675	1246.007429379	0.000	11025.000	0.0541	11025.000	-75.76	sh
108	Waveform 1	1	1248.103597566	1248.146862129	0.000	11025.000	0.0433	11025.000		cl
108	Spectrogram 1	1	1248.103597566	1248.146862129	0.000	11025.000	0.0433	11025.000	-68.89	cl
109	Waveform 1	1	1262.171070900	1262.257600028	0.000	11025.000	0.0865	11025.000		h
109	Spectrogram 1	1	1262.171070900	1262.257600028	0.000	11025.000	0.0865	11025.000	-77.94	h
110	Waveform 1	1	1264.345115222	1264.520336705	0.000	11025.000	0.1752	11025.000		h
110	Spectrogram 1	1	1264.345115222	1264.520336705	0.000	11025.000	0.1752	11025.000	-76.12	h
111	Waveform 1	1	1264.879432538	1264.918370646	0.000	11025.000	0.0389	11025.000		cl
111	Spectrogram 1	1	1264.879432538	1264.918370646	0.000	11025.000	0.0389	11025.000	-74.58	cl
112	Waveform 1	1	1266.324468964	1266.369896755	0.000	11025.000	0.0454	11025.000		cl
112	Spectrogram 1	1	1266.324468964	1266.369896755	0.000	11025.000	0.0454	11025.000	-73.19	cl
113	Waveform 1	1	1269.526046751	1269.627718475	0.000	11025.000	0.1017	11025.000		h
113	Spectrogram 1	1	1269.526046751	1269.627718475	0.000	11025.000	0.1017	11025.000	-78.76	h
114	Waveform 1	1	1297.407895644	1297.792950260	0.000	11025.000	0.3851	11025.000		t
114	Spectrogram 1	1	1297.407895644	1297.792950260	0.000	11025.000	0.3851	11025.000	-67.61	t
115	Waveform 1	1	1304.074965056	1304.332389209	0.000	11025.000	0.2574	11025.000		h
115	Spectrogram 1	1	1304.074965056	1304.332389209	0.000	11025.000	0.2574	11025.000	-69.68	h
116	Waveform 1	1	1305.128457259	1305.163068910	0.000	11025.000	0.0346	11025.000		cl
116	Spectrogram 1	1	1305.128457259	1305.163068910	0.000	11025.000	0.0346	11025.000	-72.17	cl
117	Waveform 1	1	1305.256087721	1305.288536144	0.000	11025.000	0.0324	11025.000		cl
117	Spectrogram 1	1	1305.256087721	1305.288536144	0.000	11025.000	0.0324	11025.000	-77.34	cl
118	Waveform 1	1	1305.721181780	1305.982932390	0.000	11025.000	0.2618	11025.000		cl
118	Spectrogram 1	1	1305.721181780	1305.982932390	0.000	11025.000	0.2618	11025.000	-73.69	cl
119	Waveform 1	1	1317.512938990	1317.662201734	0.000	11025.000	0.1493	11025.000		h
119	Spectrogram 1	1	1317.512938990	1317.662201734	0.000	11025.000	0.1493	11025.000	-80.68	h
120	Waveform 1	1	1334.626237604	1334.723582872	0.000	11025.000	0.0973	11025.000		p1
120	Spectrogram 1	1	1334.626237604	1334.723582872	0.000	11025.000	0.0973	11025.000	-76.98	p1
121	Waveform 1	1	1335.688382641	1336.084253398	0.000	11025.000	0.3959	11025.000		t
121	Spectrogram 1	1	1335.688382641	1336.084253398	0.000	11025.000	0.3959	11025.000	-67.52	t
122	Waveform 1	1	1337.109622977	1337.163703682	0.000	11025.000	0.0541	11025.000		l
122	Spectrogram 1	1	1337.109622977	1337.163703682	0.000	11025.000	0.0541	11025.000	-62.54	l
123	Waveform 1	1	1337.215621158	1337.250232809	0.000	11025.000	0.0346	11025.000		l
123	Spectrogram 1	1	1337.215621158	1337.250232809	0.000	11025.000	0.0346	11025.000	-70.73	l
124	Waveform 1	1	1341.628606805	1341.803828288	0.000	11025.000	0.1752	11025.000		h
124	Spectrogram 1	1	1341.628606805	1341.803828288	0.000	11025.000	0.1752	11025.000	-76.46	h
125	Waveform 1	1	1341.924969066	1341.974723314	0.000	11025.000	0.0498	11025.000		cl
125	Spectrogram 1	1	1341.924969066	1341.974723314	0.000	11025.000	0.0498	11025.000	-72.41	cl
126	Waveform 1	1	1344.027626937	1344.101176695	0.000	11025.000	0.0735	11025.000		b
126	Spectrogram 1	1	1344.027626937	1344.101176695	0.000	11025.000	0.0735	11025.000	-69.03	b
127	Waveform 1	1	1345.905300456	1346.247090509	0.000	11025.000	0.3418	11025.000		t
127	Spectrogram 1	1	1345.905300456	1346.247090509	0.000	11025.000	0.3418	11025.000	-70.83	t
128	Waveform 1	1	1351.910422044	1351.988298259	0.000	11025.000	0.0779	11025.000		b
128	Spectrogram 1	1	1351.910422044	1351.988298259	0.000	11025.000	0.0779	11025.000	-45.22	b
129	Waveform 1	1	1365.540923286	1365.590677535	0.000	11025.000	0.0498	11025.000		cl
129	Spectrogram 1	1	1365.540923286	1365.590677535	0.000	11025.000	0.0498	11025.000	-56.38	cl
130	Waveform 1	1	1368.132470726	1368.465607866	0.000	11025.000	0.3331	11025.000		t
130	Spectrogram 1	1	1368.132470726	1368.465607866	0.000	11025.000	0.3331	11025.000	-42.33	t
131	Waveform 1	1	1369.075638213	1369.255186152	0.000	11025.000	0.1795	11025.000		t
131	Spectrogram 1	1	1369.075638213	1369.255186152	0.000	11025.000	0.1795	11025.000	-75.06	t
132	Waveform 1	1	1373.351257906	1373.593539462	0.000	11025.000	0.2423	11025.000		t
132	Spectrogram 1	1	1373.351257906	1373.593539462	0.000	11025.000	0.2423	11025.000	-76.31	t
133	Waveform 1	1	1374.348506098	1374.657847728	0.000	11025.000	0.3093	11025.000		t
133	Spectrogram 1	1	1374.348506098	1374.657847728	0.000	11025.000	0.3093	11025.000	-77.74	t
134	Waveform 1	1	1376.754007495	1378.504059094	0.000	11025.000	1.7501	11025.000		pu
134	Spectrogram 1	1	1376.754007495	1378.504059094	0.000	11025.000	1.7501	11025.000	-47.00	pu
135	Waveform 1	1	1377.329426191	1377.348895245	0.000	11025.000	0.0195	11025.000		p1
135	Spectrogram 1	1	1377.329426191	1377.348895245	0.000	11025.000	0.0195	11025.000	-58.02	p1
136	Waveform 1	1	1377.353221701	1377.385670124	0.000	11025.000	0.0324	11025.000		p1
136	Spectrogram 1	1	1377.353221701	1377.385670124	0.000	11025.000	0.0324	11025.000	-54.63	p1
137	Waveform 1	1	1377.385670124	1377.409465634	0.000	11025.000	0.0238	11025.000		p1
137	Spectrogram 1	1	1377.385670124	1377.409465634	0.000	11025.000	0.0238	11025.000	-61.38	p1
138	Waveform 1	1	1377.420281775	1377.965415276	0.000	11025.000	0.5451	11025.000		mo
138	Spectrogram 1	1	1377.420281775	1377.965415276	0.000	11025.000	0.5451	11025.000	-41.95	mo
139	Waveform 1	1	1379.998849845	1380.137296449	0.000	11025.000	0.1384	11025.000		h
139	Spectrogram 1	1	1379.998849845	1380.137296449	0.000	11025.000	0.1384	11025.000	-72.59	h
140	Waveform 1	1	1383.682827517	1384.093840871	0.000	11025.000	0.4110	11025.000		t
140	Spectrogram 1	1	1383.682827517	1384.093840871	0.000	11025.000	0.4110	11025.000	-44.12	t
141	Waveform 1	1	1384.089514493	1384.132779057	0.000	11025.000	0.0433	11025.000		b
141	Spectrogram 1	1	1384.089514493	1384.132779057	0.000	11025.000	0.0433	11025.000	-65.87	b
142	Waveform 1	1	1384.260409520	1384.310163768	0.000	11025.000	0.0498	11025.000		b
