Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
15	Waveform 1	1	293.496802543	293.631410275	0.000	11025.000	0.1346	11025.000		l
15	Spectrogram 1	1	293.496802543	293.631410275	0.000	11025.000	0.1346	11025.000	-75.33	l
16	Waveform 1	1	302.013799052	302.182058717	0.000	11025.000	0.1683	11025.000		sh
16	Spectrogram 1	1	302.013799052	302.182058717	0.000	11025.000	0.1683	11025.000	-79.40	sh
17	Waveform 1	1	305.486066336	305.730807667	0.000	11025.000	0.2447	11025.000		t
17	Spectrogram 1	1	305.486066336	305.730807667	0.000	11025.000	0.2447	11025.000	-79.30	t
18	Waveform 1	1	307.749923301	308.205754029	0.000	11025.000	0.4558	11025.000		pu
18	Spectrogram 1	1	307.749923301	308.205754029	0.000	11025.000	0.4558	11025.000	-74.83	pu
19	Waveform 1	1	314.761762080	315.034036810	0.000	11025.000	0.2723	11025.000		pu
19	Spectrogram 1	1	314.761762080	315.034036810	0.000	11025.000	0.2723	11025.000	-78.93	pu
20	Waveform 1	1	319.136512678	319.384313275	0.000	11025.000	0.2478	11025.000		pu
20	Spectrogram 1	1	319.136512678	319.384313275	0.000	11025.000	0.2478	11025.000	-77.42	pu
21	Waveform 1	1	321.146450855	322.027519645	0.000	11025.000	0.8811	11025.000		pu
21	Spectrogram 1	1	321.146450855	322.027519645	0.000	11025.000	0.8811	11025.000	-72.50	pu
22	Waveform 1	1	322.116238378	322.171305177	0.000	11025.000	0.0551	11025.000		b
22	Spectrogram 1	1	322.116238378	322.171305177	0.000	11025.000	0.0551	11025.000	-76.19	b
23	Waveform 1	1	322.204957110	322.486409640	0.000	11025.000	0.2815	11025.000		t
23	Spectrogram 1	1	322.204957110	322.486409640	0.000	11025.000	0.2815	11025.000	-72.20	t
24	Waveform 1	1	322.336505575	322.547594973	0.000	11025.000	0.2111	11025.000		pu
24	Spectrogram 1	1	322.336505575	322.547594973	0.000	11025.000	0.2111	11025.000	-75.10	pu
25	Waveform 1	1	322.991188291	323.251225955	0.000	11025.000	0.2600	11025.000		t
25	Spectrogram 1	1	322.991188291	323.251225955	0.000	11025.000	0.2600	11025.000	-71.34	t
26	Waveform 1	1	324.000746280	324.169005945	0.000	11025.000	0.1683	11025.000		pu
26	Spectrogram 1	1	324.000746280	324.169005945	0.000	11025.000	0.1683	11025.000	-78.95	pu
27	Waveform 1	1	324.912407736	325.135734201	0.000	11025.000	0.2233	11025.000		t
27	Spectrogram 1	1	324.912407736	325.135734201	0.000	11025.000	0.2233	11025.000	-64.61	t
28	Waveform 1	1	325.640513195	326.160588522	0.000	11025.000	0.5201	11025.000		pu
28	Spectrogram 1	1	325.640513195	326.160588522	0.000	11025.000	0.5201	11025.000	-67.86	pu
29	Waveform 1	1	327.320050233	327.986970359	0.000	11025.000	0.6669	11025.000		pu
29	Spectrogram 1	1	327.320050233	327.986970359	0.000	11025.000	0.6669	11025.000	-76.70	pu
30	Waveform 1	1	328.081807624	328.295956289	0.000	11025.000	0.2141	11025.000		pu
30	Spectrogram 1	1	328.081807624	328.295956289	0.000	11025.000	0.2141	11025.000	-78.12	pu
31	Waveform 1	1	329.978546516	330.706651974	0.000	11025.000	0.7281	11025.000		pu
31	Spectrogram 1	1	329.978546516	330.706651974	0.000	11025.000	0.7281	11025.000	-79.18	pu
32	Waveform 1	1	330.975867438	331.251201435	0.000	11025.000	0.2753	11025.000		h
32	Spectrogram 1	1	330.975867438	331.251201435	0.000	11025.000	0.2753	11025.000	-71.98	h
33	Waveform 1	1	334.393067923	334.570505388	0.000	11025.000	0.1774	11025.000		pu
33	Spectrogram 1	1	334.393067923	334.570505388	0.000	11025.000	0.1774	11025.000	-76.47	pu
34	Waveform 1	1	335.136469715	335.310847913	0.000	11025.000	0.1744	11025.000		t
34	Spectrogram 1	1	335.136469715	335.310847913	0.000	11025.000	0.1744	11025.000	-74.02	t
35	Waveform 1	1	337.042392484	337.207592882	0.000	11025.000	0.1652	11025.000		pu
35	Spectrogram 1	1	337.042392484	337.207592882	0.000	11025.000	0.1652	11025.000	-77.88	pu
36	Waveform 1	1	337.363615480	337.513519545	0.000	11025.000	0.1499	11025.000		pu
36	Spectrogram 1	1	337.363615480	337.513519545	0.000	11025.000	0.1499	11025.000	-77.05	pu
37	Waveform 1	1	337.975468806	338.100898738	0.000	11025.000	0.1254	11025.000		pu
37	Spectrogram 1	1	337.975468806	338.100898738	0.000	11025.000	0.1254	11025.000	-80.55	pu
38	Waveform 1	1	338.140669205	338.321165936	0.000	11025.000	0.1805	11025.000		sh
38	Spectrogram 1	1	338.140669205	338.321165936	0.000	11025.000	0.1805	11025.000	-73.54	sh
39	Waveform 1	1	338.180439671	338.394588335	0.000	11025.000	0.2141	11025.000		pu
39	Spectrogram 1	1	338.180439671	338.394588335	0.000	11025.000	0.2141	11025.000	-75.33	pu
40	Waveform 1	1	341.083682472	341.732246998	0.000	11025.000	0.6486	11025.000		pu
40	Spectrogram 1	1	341.083682472	341.732246998	0.000	11025.000	0.6486	11025.000	-78.14	pu
41	Waveform 1	1	342.454233924	342.653086255	0.000	11025.000	0.1989	11025.000		sh
41	Spectrogram 1	1	342.454233924	342.653086255	0.000	11025.000	0.1989	11025.000	-68.73	sh
42	Waveform 1	1	342.659204788	342.815227386	0.000	11025.000	0.1560	11025.000		ud
42	Spectrogram 1	1	342.659204788	342.815227386	0.000	11025.000	0.1560	11025.000	-76.91	ud
43	Waveform 1	1	343.700882389	343.752889922	0.000	11025.000	0.0520	11025.000		l
43	Spectrogram 1	1	343.700882389	343.752889922	0.000	11025.000	0.0520	11025.000	-72.85	l
44	Waveform 1	1	343.789601121	343.832430854	0.000	11025.000	0.0428	11025.000		l
44	Spectrogram 1	1	343.789601121	343.832430854	0.000	11025.000	0.0428	11025.000	-70.26	l
45	Waveform 1	1	343.881379120	343.921149586	0.000	11025.000	0.0398	11025.000		l
45	Spectrogram 1	1	343.881379120	343.921149586	0.000	11025.000	0.0398	11025.000	-67.88	l
46	Waveform 1	1	343.982334919	344.028223919	0.000	11025.000	0.0459	11025.000		l
46	Spectrogram 1	1	343.982334919	344.028223919	0.000	11025.000	0.0459	11025.000	-66.42	l
47	Waveform 1	1	344.101646318	344.468758314	0.000	11025.000	0.3671	11025.000		pu
47	Spectrogram 1	1	344.101646318	344.468758314	0.000	11025.000	0.3671	11025.000	-77.05	pu
48	Waveform 1	1	345.239693505	345.362064170	0.000	11025.000	0.1224	11025.000		sh
48	Spectrogram 1	1	345.239693505	345.362064170	0.000	11025.000	0.1224	11025.000	-73.47	sh
49	Waveform 1	1	350.914632422	351.437767016	0.000	11025.000	0.5231	11025.000		pu
49	Spectrogram 1	1	350.914632422	351.437767016	0.000	11025.000	0.5231	11025.000	-78.62	pu
50	Waveform 1	1	352.453441083	353.095887076	0.000	11025.000	0.6424	11025.000		pu
50	Spectrogram 1	1	352.453441083	353.095887076	0.000	11025.000	0.6424	11025.000	-80.93	pu
51	Waveform 1	1	353.747510526	354.261467320	0.000	11025.000	0.5140	11025.000		pu
51	Spectrogram 1	1	353.747510526	354.261467320	0.000	11025.000	0.5140	11025.000	-76.45	pu
52	Waveform 1	1	355.732974570	355.937945434	0.000	11025.000	0.2050	11025.000		sh
52	Spectrogram 1	1	355.732974570	355.937945434	0.000	11025.000	0.2050	11025.000	-75.12	sh
53	Waveform 1	1	359.419390519	359.820154448	0.000	11025.000	0.4008	11025.000		pu
53	Spectrogram 1	1	359.419390519	359.820154448	0.000	11025.000	0.4008	11025.000	-73.09	pu
54	Waveform 1	1	360.272925909	360.664512038	0.000	11025.000	0.3916	11025.000		pu
54	Spectrogram 1	1	360.272925909	360.664512038	0.000	11025.000	0.3916	11025.000	-74.67	pu
55	Waveform 1	1	361.358965221	361.441565420	0.000	11025.000	0.0826	11025.000		m
55	Spectrogram 1	1	361.358965221	361.441565420	0.000	11025.000	0.0826	11025.000	-66.30	m
56	Waveform 1	1	361.536402685	361.600647285	0.000	11025.000	0.0642	11025.000		m
56	Spectrogram 1	1	361.536402685	361.600647285	0.000	11025.000	0.0642	11025.000	-62.11	m
57	Waveform 1	1	361.692425284	361.750551350	0.000	11025.000	0.0581	11025.000		m
57	Spectrogram 1	1	361.692425284	361.750551350	0.000	11025.000	0.0581	11025.000	-73.01	m
58	Waveform 1	1	361.823973749	361.894336881	0.000	11025.000	0.0704	11025.000		m
58	Spectrogram 1	1	361.823973749	361.894336881	0.000	11025.000	0.0704	11025.000	-52.40	m
59	Waveform 1	1	365.259529834	365.452263632	0.000	11025.000	0.1927	11025.000		h
59	Spectrogram 1	1	365.259529834	365.452263632	0.000	11025.000	0.1927	11025.000	-66.53	h
60	Waveform 1	1	366.929889415	367.113445413	0.000	11025.000	0.1836	11025.000		sh
60	Spectrogram 1	1	366.929889415	367.113445413	0.000	11025.000	0.1836	11025.000	-67.68	sh
61	Waveform 1	1	367.122623213	367.196045612	0.000	11025.000	0.0734	11025.000		ud
61	Spectrogram 1	1	367.122623213	367.196045612	0.000	11025.000	0.0734	11025.000	-69.61	ud
62	Waveform 1	1	370.986476193	371.166972924	0.000	11025.000	0.1805	11025.000		t
62	Spectrogram 1	1	370.986476193	371.166972924	0.000	11025.000	0.1805	11025.000	-72.84	t
63	Waveform 1	1	373.657215290	373.947845620	0.000	11025.000	0.2906	11025.000		t
63	Spectrogram 1	1	373.657215290	373.947845620	0.000	11025.000	0.2906	11025.000	-72.54	t
64	Waveform 1	1	374.636180612	374.844210743	0.000	11025.000	0.2080	11025.000		t
64	Spectrogram 1	1	374.636180612	374.844210743	0.000	11025.000	0.2080	11025.000	-78.28	t
65	Waveform 1	1	375.596790335	375.869065065	0.000	11025.000	0.2723	11025.000		t
65	Spectrogram 1	1	375.596790335	375.869065065	0.000	11025.000	0.2723	11025.000	-71.18	t
66	Waveform 1	1	378.102329693	378.316478358	0.000	11025.000	0.2141	11025.000		sh
66	Spectrogram 1	1	378.102329693	378.316478358	0.000	11025.000	0.2141	11025.000	-68.39	sh
67	Waveform 1	1	379.830815341	380.026608405	0.000	11025.000	0.1958	11025.000		sh
67	Spectrogram 1	1	379.830815341	380.026608405	0.000	11025.000	0.1958	11025.000	-71.44	sh
68	Waveform 1	1	381.069821164	381.984541887	0.000	11025.000	0.9147	11025.000		pu
68	Spectrogram 1	1	381.069821164	381.984541887	0.000	11025.000	0.9147	11025.000	-77.64	pu
69	Waveform 1	1	383.529471536	383.700790468	0.000	11025.000	0.1713	11025.000		sh
69	Spectrogram 1	1	383.529471536	383.700790468	0.000	11025.000	0.1713	11025.000	-68.38	sh
70	Waveform 1	1	385.163119575	385.230423441	0.000	11025.000	0.0673	11025.000		m
70	Spectrogram 1	1	385.163119575	385.230423441	0.000	11025.000	0.0673	11025.000	-77.88	m
71	Waveform 1	1	385.417038705	385.511875971	0.000	11025.000	0.0948	11025.000		m
71	Spectrogram 1	1	385.417038705	385.511875971	0.000	11025.000	0.0948	11025.000	-71.35	m
72	Waveform 1	1	385.851454567	385.918758433	0.000	11025.000	0.0673	11025.000		m
72	Spectrogram 1	1	385.851454567	385.918758433	0.000	11025.000	0.0673	11025.000	-66.03	m
73	Waveform 1	1	388.913780123	389.189114120	0.000	11025.000	0.2753	11025.000		h
73	Spectrogram 1	1	388.913780123	389.189114120	0.000	11025.000	0.2753	11025.000	-67.16	h
74	Waveform 1	1	389.458329584	389.654122648	0.000	11025.000	0.1958	11025.000		sh
74	Spectrogram 1	1	389.458329584	389.654122648	0.000	11025.000	0.1958	11025.000	-78.66	sh
75	Waveform 1	1	390.660621370	390.905362701	0.000	11025.000	0.2447	11025.000		t
75	Spectrogram 1	1	390.660621370	390.905362701	0.000	11025.000	0.2447	11025.000	-70.83	t
76	Waveform 1	1	391.489680842	392.566542697	0.000	11025.000	1.0769	11025.000		pu
76	Spectrogram 1	1	391.489680842	392.566542697	0.000	11025.000	1.0769	11025.000	-73.11	pu
77	Waveform 1	1	392.486995809	392.630781341	0.000	11025.000	0.1438	11025.000		sh
77	Spectrogram 1	1	392.486995809	392.630781341	0.000	11025.000	0.1438	11025.000	-69.25	sh
78	Waveform 1	1	392.664433274	393.092730602	0.000	11025.000	0.4283	11025.000		pu
78	Spectrogram 1	1	392.664433274	393.092730602	0.000	11025.000	0.4283	11025.000	-75.82	pu
79	Waveform 1	1	395.760410360	395.950084891	0.000	11025.000	0.1897	11025.000		t
79	Spectrogram 1	1	395.760410360	395.950084891	0.000	11025.000	0.1897	11025.000	-76.78	t
80	Waveform 1	1	397.589851806	397.859067270	0.000	11025.000	0.2692	11025.000		t
80	Spectrogram 1	1	397.589851806	397.859067270	0.000	11025.000	0.2692	11025.000	-68.51	t
81	Waveform 1	1	399.872064371	400.055620369	0.000	11025.000	0.1836	11025.000		sh
81	Spectrogram 1	1	399.872064371	400.055620369	0.000	11025.000	0.1836	11025.000	-69.39	sh
82	Waveform 1	1	403.647199052	403.833814317	0.000	11025.000	0.1866	11025.000		sh
82	Spectrogram 1	1	403.647199052	403.833814317	0.000	11025.000	0.1866	11025.000	-64.99	sh
83	Waveform 1	1	418.992320735	419.310484465	0.000	11025.000	0.3182	11025.000		h
83	Spectrogram 1	1	418.992320735	419.310484465	0.000	11025.000	0.3182	11025.000	-72.05	h
84	Waveform 1	1	420.928835193	421.094035591	0.000	11025.000	0.1652	11025.000		t
84	Spectrogram 1	1	420.928835193	421.094035591	0.000	11025.000	0.1652	11025.000	-80.30	t
85	Waveform 1	1	421.724244517	421.941452448	0.000	11025.000	0.2172	11025.000		h
85	Spectrogram 1	1	421.724244517	421.941452448	0.000	11025.000	0.2172	11025.000	-70.97	h
86	Waveform 1	1	422.039348980	422.290208844	0.000	11025.000	0.2509	11025.000		t
86	Spectrogram 1	1	422.039348980	422.290208844	0.000	11025.000	0.2509	11025.000	-78.71	t
87	Waveform 1	1	433.774694753	433.998021217	0.000	11025.000	0.2233	11025.000		h
87	Spectrogram 1	1	433.774694753	433.998021217	0.000	11025.000	0.2233	11025.000	-70.51	h
88	Waveform 1	1	453.877133735	454.085163866	0.000	11025.000	0.2080	11025.000		h
88	Spectrogram 1	1	453.877133735	454.085163866	0.000	11025.000	0.2080	11025.000	-71.81	h
89	Waveform 1	1	456.018620378	456.140991043	0.000	11025.000	0.1224	11025.000		sh
89	Spectrogram 1	1	456.018620378	456.140991043	0.000	11025.000	0.1224	11025.000	-75.18	sh
90	Waveform 1	1	458.597581806	458.820908270	0.000	11025.000	0.2233	11025.000		h
90	Spectrogram 1	1	458.597581806	458.820908270	0.000	11025.000	0.2233	11025.000	-70.94	h
91	Waveform 1	1	462.669465350	462.853021348	0.000	11025.000	0.1836	11025.000		sh
91	Spectrogram 1	1	462.669465350	462.853021348	0.000	11025.000	0.1836	11025.000	-77.81	sh
92	Waveform 1	1	465.875576438	466.025480503	0.000	11025.000	0.1499	11025.000		sh
92	Spectrogram 1	1	465.875576438	466.025480503	0.000	11025.000	0.1499	11025.000	-79.64	sh
93	Waveform 1	1	467.313431755	467.368498554	0.000	11025.000	0.0551	11025.000		l
93	Spectrogram 1	1	467.313431755	467.368498554	0.000	11025.000	0.0551	11025.000	-70.66	l
94	Waveform 1	1	467.380735621	467.432743154	0.000	11025.000	0.0520	11025.000		l
94	Spectrogram 1	1	467.380735621	467.432743154	0.000	11025.000	0.0520	11025.000	-74.22	l
95	Waveform 1	1	470.782639430	470.929484228	0.000	11025.000	0.1468	11025.000		sh
95	Spectrogram 1	1	470.782639430	470.929484228	0.000	11025.000	0.1468	11025.000	-69.84	sh
96	Waveform 1	1	475.261405436	475.310353702	0.000	11025.000	0.0489	11025.000		m
96	Spectrogram 1	1	475.261405436	475.310353702	0.000	11025.000	0.0489	11025.000	-60.04	m
97	Waveform 1	1	475.542857967	475.597924766	0.000	11025.000	0.0551	11025.000		m
97	Spectrogram 1	1	475.542857967	475.597924766	0.000	11025.000	0.0551	11025.000	-73.55	m
98	Waveform 1	1	476.537119622	476.610542021	0.000	11025.000	0.0734	11025.000		m
98	Spectrogram 1	1	476.537119622	476.610542021	0.000	11025.000	0.0734	11025.000	-81.45	m
99	Waveform 1	1	476.683964420	476.726794153	0.000	11025.000	0.0428	11025.000		m
99	Spectrogram 1	1	476.683964420	476.726794153	0.000	11025.000	0.0428	11025.000	-78.25	m
100	Waveform 1	1	476.619719821	476.677845887	0.000	11025.000	0.0581	11025.000		m
100	Spectrogram 1	1	476.619719821	476.677845887	0.000	11025.000	0.0581	11025.000	-77.60	m
101	Waveform 1	1	477.210158281	477.433484745	0.000	11025.000	0.2233	11025.000		sq
101	Spectrogram 1	1	477.210158281	477.433484745	0.000	11025.000	0.2233	11025.000	-68.09	sq
102	Waveform 1	1	478.648009852	478.703076652	0.000	11025.000	0.0551	11025.000		l
102	Spectrogram 1	1	478.648009852	478.703076652	0.000	11025.000	0.0551	11025.000	-74.96	l
103	Waveform 1	1	478.718372985	478.788736117	0.000	11025.000	0.0704	11025.000		m
103	Spectrogram 1	1	478.718372985	478.788736117	0.000	11025.000	0.0704	11025.000	-72.86	m
104	Waveform 1	1	478.996766248	479.070188648	0.000	11025.000	0.0734	11025.000		m
104	Spectrogram 1	1	478.996766248	479.070188648	0.000	11025.000	0.0734	11025.000	-77.00	m
105	Waveform 1	1	480.529458488	480.930222417	0.000	11025.000	0.4008	11025.000		p3
105	Spectrogram 1	1	480.529458488	480.930222417	0.000	11025.000	0.4008	11025.000	-68.63	p3
106	Waveform 1	1	481.074007949	481.349341945	0.000	11025.000	0.2753	11025.000		p3
106	Spectrogram 1	1	481.074007949	481.349341945	0.000	11025.000	0.2753	11025.000	-71.33	p3
107	Waveform 1	1	481.517601610	481.597142543	0.000	11025.000	0.0795	11025.000		m
107	Spectrogram 1	1	481.517601610	481.597142543	0.000	11025.000	0.0795	11025.000	-72.10	m
108	Waveform 1	1	481.768461474	481.973432338	0.000	11025.000	0.2050	11025.000		p3
108	Spectrogram 1	1	481.768461474	481.973432338	0.000	11025.000	0.2050	11025.000	-69.13	p3
109	Waveform 1	1	483.971133106	484.322948769	0.000	11025.000	0.3518	11025.000		pu
109	Spectrogram 1	1	483.971133106	484.322948769	0.000	11025.000	0.3518	11025.000	-70.00	pu
110	Waveform 1	1	483.426583646	483.637673043	0.000	11025.000	0.2111	11025.000		t
110	Spectrogram 1	1	483.426583646	483.637673043	0.000	11025.000	0.2111	11025.000	-79.40	t
111	Waveform 1	1	484.937861362	485.219313892	0.000	11025.000	0.2815	11025.000		h
111	Spectrogram 1	1	484.937861362	485.219313892	0.000	11025.000	0.2815	11025.000	-76.53	h
112	Waveform 1	1	486.550094534	487.810512387	0.000	11025.000	1.2604	11025.000		pu
112	Spectrogram 1	1	486.550094534	487.810512387	0.000	11025.000	1.2604	11025.000	-67.21	pu
113	Waveform 1	1	488.107261250	488.180683649	0.000	11025.000	0.0734	11025.000		m
113	Spectrogram 1	1	488.107261250	488.180683649	0.000	11025.000	0.0734	11025.000	-65.74	m
114	Waveform 1	1	488.254106048	488.330587714	0.000	11025.000	0.0765	11025.000		m
114	Spectrogram 1	1	488.254106048	488.330587714	0.000	11025.000	0.0765	11025.000	-66.33	m
115	Waveform 1	1	489.838806164	490.215095960	0.000	11025.000	0.3763	11025.000		h
115	Spectrogram 1	1	489.838806164	490.215095960	0.000	11025.000	0.3763	11025.000	-77.89	h
116	Waveform 1	1	491.288898205	491.347024271	0.000	11025.000	0.0581	11025.000		l
116	Spectrogram 1	1	491.288898205	491.347024271	0.000	11025.000	0.0581	11025.000	-79.75	l
117	Waveform 1	1	492.191381861	492.463656591	0.000	11025.000	0.2723	11025.000		h
117	Spectrogram 1	1	492.191381861	492.463656591	0.000	11025.000	0.2723	11025.000	-76.70	h
118	Waveform 1	1	492.322930326	492.509545591	0.000	11025.000	0.1866	11025.000		t
118	Spectrogram 1	1	492.322930326	492.509545591	0.000	11025.000	0.1866	11025.000	-76.11	t
119	Waveform 1	1	492.491189991	492.852183454	0.000	11025.000	0.3610	11025.000		t
119	Spectrogram 1	1	492.491189991	492.852183454	0.000	11025.000	0.3610	11025.000	-73.50	t
120	Waveform 1	1	495.874738141	496.027701473	0.000	11025.000	0.1530	11025.000		sh
120	Spectrogram 1	1	495.874738141	496.027701473	0.000	11025.000	0.1530	11025.000	-75.79	sh
121	Waveform 1	1	496.434583935	496.734392065	0.000	11025.000	0.2998	11025.000		h
121	Spectrogram 1	1	496.434583935	496.734392065	0.000	11025.000	0.2998	11025.000	-74.92	h
122	Waveform 1	1	497.514505056	497.695001787	0.000	11025.000	0.1805	11025.000		t
122	Spectrogram 1	1	497.514505056	497.695001787	0.000	11025.000	0.1805	11025.000	-76.04	t
123	Waveform 1	1	498.499588568	498.771863299	0.000	11025.000	0.2723	11025.000		h
123	Spectrogram 1	1	498.499588568	498.771863299	0.000	11025.000	0.2723	11025.000	-74.31	h
124	Waveform 1	1	502.663250112	502.950821175	0.000	11025.000	0.2876	11025.000		t
124	Spectrogram 1	1	502.663250112	502.950821175	0.000	11025.000	0.2876	11025.000	-77.38	t
125	Waveform 1	1	503.477015036	503.730934167	0.000	11025.000	0.2539	11025.000		h
125	Spectrogram 1	1	503.477015036	503.730934167	0.000	11025.000	0.2539	11025.000	-78.92	h
126	Waveform 1	1	504.434565492	505.569553413	0.000	11025.000	1.1350	11025.000		pu
126	Spectrogram 1	1	504.434565492	505.569553413	0.000	11025.000	1.1350	11025.000	-71.16	pu
127	Waveform 1	1	515.837979820	515.935876352	0.000	11025.000	0.0979	11025.000		t
127	Spectrogram 1	1	515.837979820	515.935876352	0.000	11025.000	0.0979	11025.000	-80.57	t
128	Waveform 1	1	516.009298751	516.275454948	0.000	11025.000	0.2662	11025.000		t
128	Spectrogram 1	1	516.009298751	516.275454948	0.000	11025.000	0.2662	11025.000	-64.31	t
129	Waveform 1	1	516.471248013	516.722107876	0.000	11025.000	0.2509	11025.000		t
129	Spectrogram 1	1	516.471248013	516.722107876	0.000	11025.000	0.2509	11025.000	-79.22	t
130	Waveform 1	1	518.618851736	518.909482066	0.000	11025.000	0.2906	11025.000		t
130	Spectrogram 1	1	518.618851736	518.909482066	0.000	11025.000	0.2906	11025.000	-78.90	t
131	Waveform 1	1	518.750400201	519.059386131	0.000	11025.000	0.3090	11025.000		h
131	Spectrogram 1	1	518.750400201	519.059386131	0.000	11025.000	0.3090	11025.000	-77.98	h
132	Waveform 1	1	519.597817058	519.818084256	0.000	11025.000	0.2203	11025.000		h
132	Spectrogram 1	1	519.597817058	519.818084256	0.000	11025.000	0.2203	11025.000	-80.17	h
133	Waveform 1	1	522.020754779	522.241021976	0.000	11025.000	0.2203	11025.000		h
133	Spectrogram 1	1	522.020754779	522.241021976	0.000	11025.000	0.2203	11025.000	-74.53	h
134	Waveform 1	1	523.253639231	523.507558362	0.000	11025.000	0.2539	11025.000		t
134	Spectrogram 1	1	523.253639231	523.507558362	0.000	11025.000	0.2539	11025.000	-81.59	t
135	Waveform 1	1	524.526294151	524.654783349	0.000	11025.000	0.1285	11025.000		sh
135	Spectrogram 1	1	524.526294151	524.654783349	0.000	11025.000	0.1285	11025.000	-79.79	sh
136	Waveform 1	1	525.343118342	525.658222805	0.000	11025.000	0.3151	11025.000		t
136	Spectrogram 1	1	525.343118342	525.658222805	0.000	11025.000	0.3151	11025.000	-76.95	t
137	Waveform 1	1	526.132408789	526.429157653	0.000	11025.000	0.2967	11025.000		h
137	Spectrogram 1	1	526.132408789	526.429157653	0.000	11025.000	0.2967	11025.000	-77.60	h
138	Waveform 1	1	526.796269649	527.062425846	0.000	11025.000	0.2662	11025.000		t
138	Spectrogram 1	1	526.796269649	527.062425846	0.000	11025.000	0.2662	11025.000	-77.22	t
139	Waveform 1	1	529.109075223	529.329342420	0.000	11025.000	0.2203	11025.000		h
139	Spectrogram 1	1	529.109075223	529.329342420	0.000	11025.000	0.2203	11025.000	-79.63	h
140	Waveform 1	1	529.791290229	530.381728689	0.000	11025.000	0.5904	11025.000		pu
140	Spectrogram 1	1	529.791290229	530.381728689	0.000	11025.000	0.5904	11025.000	-76.78	pu
141	Waveform 1	1	531.342338412	531.623790942	0.000	11025.000	0.2815	11025.000		h
141	Spectrogram 1	1	531.342338412	531.623790942	0.000	11025.000	0.2815	11025.000	-80.57	h
142	Waveform 1	1	531.966428805	532.244822068	0.000	11025.000	0.2784	11025.000		t
142	Spectrogram 1	1	531.966428805	532.244822068	0.000	11025.000	0.2784	11025.000	-68.67	t
143	Waveform 1	1	532.994342393	533.107535259	0.000	11025.000	0.1132	11025.000		t
143	Spectrogram 1	1	532.994342393	533.107535259	0.000	11025.000	0.1132	11025.000	-79.86	t
144	Waveform 1	1	534.976746828	535.304088358	0.000	11025.000	0.3273	11025.000		t
144	Spectrogram 1	1	534.976746828	535.304088358	0.000	11025.000	0.3273	11025.000	-80.83	t
